"state","county","year","party","votes"
"AL","Winston",2012,"dem",1286
"AR","Arkansas",2012,"dem",2455
"AR","Ashley",2012,"dem",2859
"AR","Baxter",2012,"dem",5172
"AR","Benton",2012,"dem",22636
"AR","Boone",2012,"dem",3772
"AR","Bradley",2012,"dem",1449
"AR","Calhoun",2012,"dem",660
"AR","Carroll",2012,"dem",3696
"AR","Chicot",2012,"dem",2649
"AR","Clark",2012,"dem",3811
"AR","Clay",2012,"dem",1738
"AR","Cleburne",2012,"dem",2620
"AR","Cleveland",2012,"dem",845
"AR","Columbia",2012,"dem",3557
"AR","Conway",2012,"dem",3005
"AR","Craighead",2012,"dem",10527
"AR","Crawford",2012,"dem",4881
"AR","Crittenden",2012,"dem",9487
"AR","Cross",2012,"dem",2279
"AR","Dallas",2012,"dem",1337
"AR","Desha",2012,"dem",2443
"AR","Drew",2012,"dem",2630
"AR","Faulkner",2012,"dem",13621
"AR","Franklin",2012,"dem",1726
"AR","Fulton",2012,"dem",1452
"AR","Garland",2012,"dem",13804
"AR","Grant",2012,"dem",1468
"AR","Greene",2012,"dem",4000
"AR","Hempstead",2012,"dem",2468
"AR","Hot Spring",2012,"dem",3830
"AR","Howard",2012,"dem",1471
"AR","Independence",2012,"dem",3281
"AR","Izard",2012,"dem",1524
"AR","Jackson",2012,"dem",2095
"AR","Jefferson",2012,"dem",17470
"AR","Johnson",2012,"dem",2799
"AR","Lafayette",2012,"dem",1173
"AR","Lawrence",2012,"dem",1788
"AR","Lee",2012,"dem",2107
"AR","Lincoln",2012,"dem",1425
"AR","Little River",2012,"dem",1552
"AR","Logan",2012,"dem",2009
"AR","Lonoke",2012,"dem",5625
"AR","Madison",2012,"dem",2099
"AR","Marion",2012,"dem",2037
"AR","Miller",2012,"dem",4518
"AR","Mississippi",2012,"dem",6467
"AR","Monroe",2012,"dem",1583
"AR","Montgomery",2012,"dem",920
"AR","Nevada",2012,"dem",1314
"AR","Newton",2012,"dem",993
"AR","Ouachita",2012,"dem",4633
"AR","Perry",2012,"dem",1187
"AR","Phillips",2012,"dem",5202
"AR","Pike",2012,"dem",851
"AR","Poinsett",2012,"dem",2390
"AR","Polk",2012,"dem",1556
"AR","Pope",2012,"dem",5126
"AR","Prairie",2012,"dem",880
"AR","Pulaski",2012,"dem",87248
"AR","Randolph",2012,"dem",2046
"AR","Saline",2012,"dem",12869
"AR","Scott",2012,"dem",897
"AR","Searcy",2012,"dem",814
"AR","Sebastian",2012,"dem",13092
"AR","Sevier",2012,"dem",1042
"AR","Sharp",2012,"dem",2092
"AR","St Francis",2012,"dem",4910
"AR","Stone",2012,"dem",1356
"AR","Union",2012,"dem",6196
"AR","Van Buren",2012,"dem",1832
"AR","Washington",2012,"dem",28236
"AR","White",2012,"dem",5765
"AR","Woodruff",2012,"dem",1340
"AR","Yell",2012,"dem",1722
"AZ","Apache",2012,"dem",17147
"AZ","Cochise",2012,"dem",18546
"AZ","Coconino",2012,"dem",29257
"AZ","Gila",2012,"dem",7697
"AZ","Graham",2012,"dem",3609
"AZ","Greenlee",2012,"dem",1310
"AZ","La Paz",2012,"dem",1880
"AZ","Maricopa",2012,"dem",602288
"AZ","Mohave",2012,"dem",19533
"AZ","Navajo",2012,"dem",16945
"AZ","Pima",2012,"dem",201251
"AZ","Pinal",2012,"dem",44306
"AZ","Santa Cruz",2012,"dem",9486
"AZ","Yavapai",2012,"dem",33918
"AZ","Yuma",2012,"dem",18059
"CA","Alameda",2012,"dem",469684
"CA","Alpine",2012,"dem",389
"CA","Amador",2012,"dem",6830
"CA","Butte",2012,"dem",42669
"CA","Calaveras",2012,"dem",8670
"CA","Colusa",2012,"dem",2314
"CA","Contra Costa",2012,"dem",290824
"CA","Del Norte",2012,"dem",3791
"CA","El Dorado",2012,"dem",35166
"CA","Fresno",2012,"dem",129129
"CA","Glenn",2012,"dem",3301
"CA","Humboldt",2012,"dem",34457
"CA","Imperial",2012,"dem",25136
"CA","Inyo",2012,"dem",3422
"CA","Kern",2012,"dem",89495
"CA","Kings",2012,"dem",12979
"CA","Lake",2012,"dem",13163
"CA","Lassen",2012,"dem",3053
"CA","Los Angeles",2012,"dem",2216903
"CA","Madera",2012,"dem",16018
"CA","Marin",2012,"dem",99896
"CA","Mariposa",2012,"dem",3498
"CA","Mendocino",2012,"dem",23193
"CA","Merced",2012,"dem",33005
"CA","Modoc",2012,"dem",1111
"CA","Mono",2012,"dem",2733
"CA","Monterey",2012,"dem",82920
"CA","Napa",2012,"dem",35870
"CA","Nevada",2012,"dem",24663
"CA","Orange",2012,"dem",512440
"CA","Placer",2012,"dem",66818
"CA","Plumas",2012,"dem",4026
"CA","Riverside",2012,"dem",329063
"CA","Sacramento",2012,"dem",300503
"CA","San Benito",2012,"dem",11276
"CA","San Bernardino",2012,"dem",305109
"CA","San Diego",2012,"dem",626957
"CA","San Francisco",2012,"dem",301723
"CA","San Joaquin",2012,"dem",114121
"CA","San Luis Obispo",2012,"dem",61258
"CA","San Mateo",2012,"dem",206085
"CA","Santa Barbara",2012,"dem",94129
"CA","Santa Clara",2012,"dem",450818
"CA","Santa Cruz",2012,"dem",90805
"CA","Shasta",2012,"dem",25819
"CA","Sierra",2012,"dem",653
"CA","Siskiyou",2012,"dem",8046
"CA","Solano",2012,"dem",96783
"CA","Sonoma",2012,"dem",153942
"CA","Stanislaus",2012,"dem",77724
"CA","Sutter",2012,"dem",12192
"CA","Tehama",2012,"dem",7934
"CA","Trinity",2012,"dem",2674
"CA","Tulare",2012,"dem",41752
"CA","Tuolumne",2012,"dem",9998
"CA","Ventura",2012,"dem",170929
"CA","Yolo",2012,"dem",48715
"CA","Yuba",2012,"dem",7711
"CO","Adams",2012,"dem",100649
"CO","Alamosa",2012,"dem",3811
"CO","Arapahoe",2012,"dem",153905
"CO","Archuleta",2012,"dem",2679
"CO","Baca",2012,"dem",467
"CO","Bent",2012,"dem",815
"CO","Boulder",2012,"dem",125091
"CO","Broomfield",2012,"dem",16966
"CO","Chaffee",2012,"dem",5086
"CO","Cheyenne",2012,"dem",172
"CO","Clear Creek",2012,"dem",3119
"CO","Conejos",2012,"dem",2213
"CO","Costilla",2012,"dem",1340
"CO","Crowley",2012,"dem",535
"CO","Custer",2012,"dem",868
"CO","Delta",2012,"dem",4622
"CO","Denver",2012,"dem",222018
"CO","Dolores",2012,"dem",334
"CO","Douglas",2012,"dem",61094
"CO","Eagle",2012,"dem",12792
"CO","El Paso",2012,"dem",111819
"CO","Elbert",2012,"dem",3603
"CO","Fremont",2012,"dem",6704
"CO","Garfield",2012,"dem",11305
"CO","Gilpin",2012,"dem",1892
"CO","Grand",2012,"dem",3684
"CO","Gunnison",2012,"dem",5044
"CO","Hinsdale",2012,"dem",229
"CO","Huerfano",2012,"dem",1953
"CO","Jackson",2012,"dem",216
"CO","Jefferson",2012,"dem",159296
"CO","Kiowa",2012,"dem",118
"CO","Kit Carson",2012,"dem",838
"CO","La Plata",2012,"dem",15489
"CO","Lake",2012,"dem",1839
"CO","Larimer",2012,"dem",92747
"CO","Las Animas",2012,"dem",3445
"CO","Lincoln",2012,"dem",552
"CO","Logan",2012,"dem",2712
"CO","Mesa",2012,"dem",23846
"CO","Mineral",2012,"dem",291
"CO","Moffat",2012,"dem",1330
"CO","Montezuma",2012,"dem",4542
"CO","Montrose",2012,"dem",6138
"CO","Morgan",2012,"dem",3912
"CO","Otero",2012,"dem",3647
"CO","Ouray",2012,"dem",1646
"CO","Park",2012,"dem",3862
"CO","Phillips",2012,"dem",588
"CO","Pitkin",2012,"dem",6849
"CO","Prowers",2012,"dem",1519
"CO","Pueblo",2012,"dem",42551
"CO","Rio Blanco",2012,"dem",568
"CO","Rio Grande",2012,"dem",2478
"CO","Routt",2012,"dem",7547
"CO","Saguache",2012,"dem",1864
"CO","San Juan",2012,"dem",266
"CO","San Miguel",2012,"dem",2992
"CO","Sedgwick",2012,"dem",419
"CO","Summit",2012,"dem",9347
"CO","Teller",2012,"dem",4333
"CO","Washington",2012,"dem",468
"CO","Weld",2012,"dem",49050
"CO","Yuma",2012,"dem",987
"CT","Fairfield",2012,"dem",217294
"CT","Hartford",2012,"dem",244639
"CT","Litchfield",2012,"dem",43856
"CT","Middlesex",2012,"dem",47855
"CT","New Haven",2012,"dem",218972
"CT","New london",2012,"dem",67144
"CT","Tolland",2012,"dem",39366
"CT","Windham",2012,"dem",25957
"DC","DC",2012,"dem",267070
"DE","Kent",2012,"dem",35527
"DE","New Castle",2012,"dem",167082
"DE","Sussex",2012,"dem",39975
"FL","Alachua",2012,"dem",69699
"FL","Baker",2012,"dem",2311
"FL","Bay",2012,"dem",22051
"FL","Bradford",2012,"dem",3325
"FL","Brevard",2012,"dem",122993
"FL","Broward",2012,"dem",508312
"FL","Calhoun",2012,"dem",1664
"FL","Charlotte",2012,"dem",35906
"FL","Citrus",2012,"dem",28460
"FL","Clay",2012,"dem",25759
"FL","Collier",2012,"dem",51698
"FL","Columbia",2012,"dem",8462
"FL","Desoto",2012,"dem",4174
"FL","Dixie",2012,"dem",1798
"FL","Duval",2012,"dem",196737
"FL","Escambia",2012,"dem",58185
"FL","Flagler",2012,"dem",23207
"FL","Franklin",2012,"dem",1845
"FL","Gadsden",2012,"dem",15770
"FL","Gilchrist",2012,"dem",1885
"FL","Glades",2012,"dem",1603
"FL","Gulf",2012,"dem",2014
"FL","Hamilton",2012,"dem",2228
"FL","Hardee",2012,"dem",2463
"FL","Hendry",2012,"dem",4751
"FL","Hernando",2012,"dem",37830
"FL","Highlands",2012,"dem",16148
"FL","Hillsborough",2012,"dem",286467
"FL","Holmes",2012,"dem",1264
"FL","Indian River",2012,"dem",27492
"FL","Jackson",2012,"dem",7342
"FL","Jefferson",2012,"dem",3945
"FL","Lafayette",2012,"dem",687
"FL","Lake",2012,"dem",61799
"FL","Lee",2012,"dem",110157
"FL","Leon",2012,"dem",90881
"FL","Levy",2012,"dem",6119
"FL","Liberty",2012,"dem",942
"FL","Madison",2012,"dem",4176
"FL","Manatee",2012,"dem",66503
"FL","Marion",2012,"dem",66831
"FL","Martin",2012,"dem",30107
"FL","Miami-Dade",2012,"dem",541440
"FL","Monroe",2012,"dem",19404
"FL","Nassau",2012,"dem",10251
"FL","Okaloosa",2012,"dem",23421
"FL","Okeechobee",2012,"dem",4856
"FL","Orange",2012,"dem",273665
"FL","Osceola",2012,"dem",67239
"FL","Palm Beach",2012,"dem",349651
"FL","Pasco",2012,"dem",98263
"FL","Pinellas",2012,"dem",239104
"FL","Polk",2012,"dem",114622
"FL","Putnam",2012,"dem",11667
"FL","Santa Rosa",2012,"dem",17768
"FL","Sarasota",2012,"dem",95119
"FL","Seminole",2012,"dem",96445
"FL","St. Johns",2012,"dem",35190
"FL","St. Lucie",2012,"dem",65869
"FL","Sumter",2012,"dem",19524
"FL","Suwannee",2012,"dem",4751
"FL","Taylor",2012,"dem",2764
"FL","Union",2012,"dem",1339
"FL","Volusia",2012,"dem",114748
"FL","Wakulla",2012,"dem",5175
"FL","Walton",2012,"dem",6671
"FL","Washington",2012,"dem",2820
"GA","Appling",2012,"dem",1758
"GA","Atkinson",2012,"dem",930
"GA","Bacon",2012,"dem",791
"GA","Baker",2012,"dem",794
"GA","Baldwin",2012,"dem",8483
"GA","Banks",2012,"dem",780
"GA","Barrow",2012,"dem",6028
"GA","Bartow",2012,"dem",8396
"GA","Ben Hill",2012,"dem",2512
"GA","Berrien",2012,"dem",1273
"GA","Bibb",2012,"dem",38585
"GA","Bleckley",2012,"dem",1269
"GA","Brantley",2012,"dem",939
"GA","Brooks",2012,"dem",3138
"GA","Bryan",2012,"dem",3707
"GA","Bulloch",2012,"dem",9593
"GA","Burke",2012,"dem",5405
"GA","Butts",2012,"dem",2968
"GA","Calhoun",2012,"dem",1298
"GA","Camden",2012,"dem",6377
"GA","Candler",2012,"dem",1157
"GA","Carroll",2012,"dem",12688
"GA","Catoosa",2012,"dem",5365
"GA","Charlton",2012,"dem",1197
"GA","Chatham",2012,"dem",60246
"GA","Chattahoochee",2012,"dem",729
"GA","Chattooga",2012,"dem",2232
"GA","Cherokee",2012,"dem",19841
"GA","Clarke",2012,"dem",25431
"GA","Clay",2012,"dem",862
"GA","Clayton",2012,"dem",81479
"GA","Clinch",2012,"dem",852
"GA","Cobb",2012,"dem",133124
"GA","Coffee",2012,"dem",5057
"GA","Colquitt",2012,"dem",3973
"GA","Columbia",2012,"dem",16451
"GA","Cook",2012,"dem",2042
"GA","Coweta",2012,"dem",15168
"GA","Crawford",2012,"dem",1706
"GA","Crisp",2012,"dem",3167
"GA","Dade",2012,"dem",1411
"GA","Dawson",2012,"dem",1241
"GA","Decatur",2012,"dem",4591
"GA","DeKalb",2012,"dem",238224
"GA","Dodge",2012,"dem",2442
"GA","Dooly",2012,"dem",2285
"GA","Dougherty",2012,"dem",26295
"GA","Douglas",2012,"dem",28441
"GA","Early",2012,"dem",2765
"GA","Echols",2012,"dem",173
"GA","Effingham",2012,"dem",4947
"GA","Elbert",2012,"dem",3181
"GA","Emanuel",2012,"dem",2927
"GA","Evans",2012,"dem",1268
"GA","Fannin",2012,"dem",2028
"GA","Fayette",2012,"dem",19736
"GA","Floyd",2012,"dem",9640
"GA","Forsyth",2012,"dem",14571
"GA","Franklin",2012,"dem",1499
"GA","Fulton",2012,"dem",255470
"GA","Gilmer",2012,"dem",1958
"GA","Glascock",2012,"dem",176
"GA","Glynn",2012,"dem",11950
"GA","Gordon",2012,"dem",3440
"GA","Grady",2012,"dem",3419
"GA","Greene",2012,"dem",3201
"GA","Gwinnett",2012,"dem",132509
"GA","Habersham",2012,"dem",2301
"GA","Hall",2012,"dem",12999
"GA","Hancock",2012,"dem",3308
"GA","Haralson",2012,"dem",1789
"GA","Harris",2012,"dem",4145
"GA","Hart",2012,"dem",2870
"GA","Heard",2012,"dem",948
"GA","Henry",2012,"dem",43761
"GA","Houston",2012,"dem",22702
"GA","Irwin",2012,"dem",1141
"GA","Jackson",2012,"dem",4238
"GA","Jasper",2012,"dem",1845
"GA","Jeff Davis",2012,"dem",1275
"GA","Jefferson",2012,"dem",4261
"GA","Jenkins",2012,"dem",1488
"GA","Johnson",2012,"dem",1305
"GA","Jones",2012,"dem",4274
"GA","Lamar",2012,"dem",2602
"GA","Lanier",2012,"dem",1114
"GA","Laurens",2012,"dem",7513
"GA","Lee",2012,"dem",3196
"GA","Liberty",2012,"dem",10457
"GA","Lincoln",2012,"dem",1586
"GA","Long",2012,"dem",1442
"GA","Lowndes",2012,"dem",17470
"GA","Lumpkin",2012,"dem",2055
"GA","Macon",2012,"dem",3211
"GA","Madison",2012,"dem",2494
"GA","Marion",2012,"dem",1412
"GA","McDuffie",2012,"dem",4044
"GA","McIntosh",2012,"dem",2864
"GA","Meriwether",2012,"dem",4331
"GA","Miller",2012,"dem",852
"GA","Mitchell",2012,"dem",4081
"GA","Monroe",2012,"dem",3785
"GA","Montgomery",2012,"dem",1135
"GA","Morgan",2012,"dem",2753
"GA","Murray",2012,"dem",2542
"GA","Muscogee",2012,"dem",42573
"GA","Newton",2012,"dem",21851
"GA","Oconee",2012,"dem",4421
"GA","Oglethorpe",2012,"dem",1914
"GA","Paulding",2012,"dem",15825
"GA","Peach",2012,"dem",6148
"GA","Pickens",2012,"dem",1975
"GA","Pierce",2012,"dem",1124
"GA","Pike",2012,"dem",1356
"GA","Polk",2012,"dem",3615
"GA","Pulaski",2012,"dem",1219
"GA","Putnam",2012,"dem",2926
"GA","Quitman",2012,"dem",612
"GA","Rabun",2012,"dem",1559
"GA","Randolph",2012,"dem",1770
"GA","Richmond",2012,"dem",52560
"GA","Rockdale",2012,"dem",22023
"GA","Schley",2012,"dem",448
"GA","Screven",2012,"dem",2774
"GA","Seminole",2012,"dem",1478
"GA","Spalding",2012,"dem",9898
"GA","Stephens",2012,"dem",2131
"GA","Stewart",2012,"dem",1323
"GA","Sumter",2012,"dem",6375
"GA","Talbot",2012,"dem",2265
"GA","Taliaferro",2012,"dem",636
"GA","Tattnall",2012,"dem",1897
"GA","Taylor",2012,"dem",1572
"GA","Telfair",2012,"dem",1805
"GA","Terrell",2012,"dem",2544
"GA","Thomas",2012,"dem",7653
"GA","Tift",2012,"dem",4660
"GA","Toombs",2012,"dem",2746
"GA","Towns",2012,"dem",1273
"GA","Treutlen",2012,"dem",1074
"GA","Troup",2012,"dem",10547
"GA","Turner",2012,"dem",1510
"GA","Twiggs",2012,"dem",2270
"GA","Union",2012,"dem",2139
"GA","Upson",2012,"dem",3959
"GA","Walker",2012,"dem",5274
"GA","Walton",2012,"dem",8148
"GA","Ware",2012,"dem",3900
"GA","Warren",2012,"dem",1529
"GA","Washington",2012,"dem",4714
"GA","Wayne",2012,"dem",2596
"GA","Webster",2012,"dem",582
"GA","Wheeler",2012,"dem",772
"GA","White",2012,"dem",1671
"GA","Whitfield",2012,"dem",7210
"GA","Wilcox",2012,"dem",1060
"GA","Wilkes",2012,"dem",2087
"GA","Wilkinson",2012,"dem",2181
"GA","Worth",2012,"dem",2487
"HI","Hawaii",2012,"dem",47224
"HI","Honolulu",2012,"dem",204239
"HI","Kauai",2012,"dem",18641
"HI","Maui",2012,"dem",36052
"IA","Adair",2012,"dem",1790
"IA","Adams",2012,"dem",1028
"IA","Allamakee",2012,"dem",3553
"IA","Appanoose",2012,"dem",2951
"IA","Audubon",2012,"dem",1611
"IA","Benton",2012,"dem",6862
"IA","Black Hawk",2012,"dem",39821
"IA","Boone",2012,"dem",7512
"IA","Bremer",2012,"dem",6763
"IA","Buchanan",2012,"dem",5911
"IA","Buena Vista",2012,"dem",3700
"IA","Butler",2012,"dem",3329
"IA","Calhoun",2012,"dem",2238
"IA","Carroll",2012,"dem",4947
"IA","Cass",2012,"dem",2858
"IA","Cedar",2012,"dem",4972
"IA","Cerro Gordo",2012,"dem",13316
"IA","Cherokee",2012,"dem",2634
"IA","Chickasaw",2012,"dem",3554
"IA","Clarke",2012,"dem",2189
"IA","Clay",2012,"dem",3385
"IA","Clayton",2012,"dem",4806
"IA","Clinton",2012,"dem",15141
"IA","Crawford",2012,"dem",3066
"IA","Dallas",2012,"dem",16576
"IA","Davis",2012,"dem",1520
"IA","Decatur",2012,"dem",1791
"IA","Delaware",2012,"dem",4616
"IA","Des Moines",2012,"dem",11888
"IA","Dickinson",2012,"dem",4095
"IA","Dubuque",2012,"dem",28768
"IA","Emmet",2012,"dem",2099
"IA","Fayette",2012,"dem",5732
"IA","Floyd",2012,"dem",4680
"IA","Franklin",2012,"dem",2266
"IA","Fremont",2012,"dem",1637
"IA","Greene",2012,"dem",2375
"IA","Grundy",2012,"dem",2635
"IA","Guthrie",2012,"dem",2569
"IA","Hamilton",2012,"dem",3782
"IA","Hancock",2012,"dem",2521
"IA","Hardin",2012,"dem",4075
"IA","Harrison",2012,"dem",3136
"IA","Henry",2012,"dem",4460
"IA","Howard",2012,"dem",2768
"IA","Humboldt",2012,"dem",1972
"IA","Ida",2012,"dem",1321
"IA","Iowa",2012,"dem",4144
"IA","Jackson",2012,"dem",5907
"IA","Jasper",2012,"dem",10257
"IA","Jefferson",2012,"dem",4798
"IA","Johnson",2012,"dem",50666
"IA","Jones",2012,"dem",5534
"IA","Keokuk",2012,"dem",2303
"IA","Kossuth",2012,"dem",3850
"IA","Lee",2012,"dem",10714
"IA","Linn",2012,"dem",68581
"IA","Louisa",2012,"dem",2452
"IA","Lucas",2012,"dem",1987
"IA","Lyon",2012,"dem",1423
"IA","Madison",2012,"dem",3630
"IA","Mahaska",2012,"dem",4213
"IA","Marion",2012,"dem",7507
"IA","Marshall",2012,"dem",10257
"IA","Mills",2012,"dem",2848
"IA","Mitchell",2012,"dem",2831
"IA","Monona",2012,"dem",2101
"IA","Monroe",2012,"dem",1731
"IA","Montgomery",2012,"dem",1922
"IA","Muscatine",2012,"dem",11323
"IA","O'Brien",2012,"dem",1969
"IA","Osceola",2012,"dem",912
"IA","Page",2012,"dem",2613
"IA","Palo Alto",2012,"dem",2139
"IA","Plymouth",2012,"dem",4164
"IA","Pocahontas",2012,"dem",1523
"IA","Polk",2012,"dem",128465
"IA","Pottawattamie",2012,"dem",19644
"IA","Poweshiek",2012,"dem",5357
"IA","Ringgold",2012,"dem",1186
"IA","Sac",2012,"dem",2122
"IA","Scott",2012,"dem",50652
"IA","Shelby",2012,"dem",2469
"IA","Sioux",2012,"dem",2700
"IA","Story",2012,"dem",26192
"IA","Tama",2012,"dem",4768
"IA","Taylor",2012,"dem",1262
"IA","Union",2012,"dem",3043
"IA","Van Buren",2012,"dem",1402
"IA","Wapello",2012,"dem",8663
"IA","Warren",2012,"dem",12551
"IA","Washington",2012,"dem",5115
"IA","Wayne",2012,"dem",1251
"IA","Webster",2012,"dem",9537
"IA","Winnebago",2012,"dem",2903
"IA","Winneshiek",2012,"dem",6256
"IA","Woodbury",2012,"dem",22302
"IA","Worth",2012,"dem",2350
"IA","Wright",2012,"dem",2836
"ID","Ada",2012,"dem",77137
"ID","Adams",2012,"dem",577
"ID","Bannock",2012,"dem",13214
"ID","Bear Lake",2012,"dem",302
"ID","Benewah",2012,"dem",1164
"ID","Bingham",2012,"dem",3822
"ID","Blaine",2012,"dem",5992
"ID","Boise",2012,"dem",1053
"ID","Bonner",2012,"dem",6500
"ID","Bonneville",2012,"dem",9903
"ID","Boundary",2012,"dem",1225
"ID","Butte",2012,"dem",258
"ID","Camas",2012,"dem",159
"ID","Canyon",2012,"dem",19866
"ID","Caribou",2012,"dem",386
"ID","Cassia",2012,"dem",1098
"ID","Clark",2012,"dem",66
"ID","Clearwater",2012,"dem",1032
"ID","Custer",2012,"dem",530
"ID","Elmore",2012,"dem",2513
"ID","Franklin",2012,"dem",325
"ID","Fremont",2012,"dem",810
"ID","Gem",2012,"dem",1957
"ID","Gooding",2012,"dem",1287
"ID","Idaho",2012,"dem",1708
"ID","Jefferson",2012,"dem",1303
"ID","Jerome",2012,"dem",1699
"ID","Kootenai",2012,"dem",18851
"ID","Latah",2012,"dem",8306
"ID","Lemhi",2012,"dem",960
"ID","Lewis",2012,"dem",396
"ID","Lincoln",2012,"dem",469
"ID","Madison",2012,"dem",832
"ID","Minidoka",2012,"dem",1390
"ID","Nez Perce",2012,"dem",6451
"ID","Oneida",2012,"dem",217
"ID","Owyhee",2012,"dem",833
"ID","Payette",2012,"dem",2271
"ID","Power",2012,"dem",982
"ID","Shoshone",2012,"dem",2277
"ID","Teton",2012,"dem",1926
"ID","Twin Falls",2012,"dem",7541
"ID","Valley",2012,"dem",2095
"ID","Washington",2012,"dem",1104
"IL","Adams",2012,"dem",9648
"IL","Alexander",2012,"dem",1965
"IL","Bond",2012,"dem",3020
"IL","Boone",2012,"dem",9883
"IL","Brown",2012,"dem",787
"IL","Bureau",2012,"dem",8134
"IL","Calhoun",2012,"dem",1080
"IL","Carroll",2012,"dem",3665
"IL","Cass",2012,"dem",2053
"IL","Champaign",2012,"dem",40831
"IL","Christian",2012,"dem",5494
"IL","Clark",2012,"dem",2591
"IL","Clay",2012,"dem",1584
"IL","Clinton",2012,"dem",5596
"IL","Coles",2012,"dem",9262
"IL","Cook",2012,"dem",1488537
"IL","Crawford",2012,"dem",2858
"IL","Cumberland",2012,"dem",1641
"IL","Dekalb",2012,"dem",21207
"IL","Dewitt",2012,"dem",2601
"IL","Douglas",2012,"dem",2430
"IL","Dupage",2012,"dem",199460
"IL","Edgar",2012,"dem",2565
"IL","Edwards",2012,"dem",754
"IL","Effingham",2012,"dem",3861
