"state","county","year","party","votes"
"Texas","Cherokee",2000,"dem",4755
"Texas","Childress",2000,"dem",602
"Texas","Clay",2000,"dem",1460
"Texas","Cochran",2000,"dem",344
"Texas","Coke",2000,"dem",355
"Texas","Coleman",2000,"dem",853
"Texas","Collin",2000,"dem",42884
"Texas","Collingsworth",2000,"dem",429
"Texas","Colorado",2000,"dem",2229
"Texas","Comal",2000,"dem",7131
"Texas","Comanche",2000,"dem",1636
"Texas","Concho",2000,"dem",268
"Texas","Cooke",2000,"dem",3153
"Texas","Coryell",2000,"dem",4493
"Texas","Cottle",2000,"dem",241
"Texas","Crane",2000,"dem",387
"Texas","Crockett",2000,"dem",467
"Texas","Crosby",2000,"dem",705
"Texas","Culberson",2000,"dem",577
"Texas","Dallam",2000,"dem",341
"Texas","Dallas",2000,"dem",275308
"Texas","Dawson",2000,"dem",1463
"Texas","Deaf Smith",2000,"dem",1240
"Texas","Delta",2000,"dem",726
"Texas","Denton",2000,"dem",40144
"Texas","Dewitt",2000,"dem",1570
"Texas","Dickens",2000,"dem",284
"Texas","Dimmit",2000,"dem",2678
"Texas","Donley",2000,"dem",360
"Texas","Duval",2000,"dem",3990
"Texas","Eastland",2000,"dem",1774
"Texas","Ector",2000,"dem",9425
"Texas","Edwards",2000,"dem",261
"Texas","El Paso",2000,"dem",83848
"Texas","Ellis",2000,"dem",10629
"Texas","Erath",2000,"dem",2804
"Texas","Falls",2000,"dem",2417
"Texas","Fannin",2000,"dem",4102
"Texas","Fayette",2000,"dem",2542
"Texas","Fisher",2000,"dem",884
"Texas","Floyd",2000,"dem",580
"Texas","Foard",2000,"dem",263
"Texas","Fort Bend",2000,"dem",47569
"Texas","Franklin",2000,"dem",1018
"Texas","Freestone",2000,"dem",2316
"Texas","Frio",2000,"dem",2317
"Texas","Gaines",2000,"dem",723
"Texas","Galveston",2000,"dem",40020
"Texas","Garza",2000,"dem",454
"Texas","Gillespie",2000,"dem",1511
"Texas","Glasscock",2000,"dem",39
"Texas","Goliad",2000,"dem",1233
"Texas","Gonzales",2000,"dem",1877
"Texas","Gray",2000,"dem",1376
"Texas","Grayson",2000,"dem",13647
"Texas","Gregg",2000,"dem",11244
"Texas","Grimes",2000,"dem",2450
"Texas","Guadalupe",2000,"dem",8311
"Texas","Hale",2000,"dem",2158
"Texas","Hall",2000,"dem",472
"Texas","Hamilton",2000,"dem",878
"Texas","Hansford",2000,"dem",198
"Texas","Hardeman",2000,"dem",566
"Texas","Hardin",2000,"dem",5595
"Texas","Harris",2000,"dem",418267
"Texas","Harrison",2000,"dem",8878
"Texas","Hartley",2000,"dem",359
"Texas","Haskell",2000,"dem",1401
"Texas","Hays",2000,"dem",11387
"Texas","Hemphill",2000,"dem",251
"Texas","Henderson",2000,"dem",8704
"Texas","Hidalgo",2000,"dem",61390
"Texas","Hill",2000,"dem",3524
"Texas","Hockley",2000,"dem",1419
"Texas","Hood",2000,"dem",4704
"Texas","Hopkins",2000,"dem",3692
"Texas","Houston",2000,"dem",2833
"Texas","Howard",2000,"dem",2744
"Texas","Hudspeth",2000,"dem",380
"Texas","Hunt",2000,"dem",7857
"Texas","Hutchinson",2000,"dem",1796
"Texas","Irion",2000,"dem",162
"Texas","Jack",2000,"dem",822
"Texas","Jackson",2000,"dem",1446
"Texas","Jasper",2000,"dem",4533
"Texas","Jeff Davis",2000,"dem",283
"Texas","Jefferson",2000,"dem",45409
"Texas","Jim Hogg",2000,"dem",1512
"Texas","Jim Wells",2000,"dem",7418
"Texas","Johnson",2000,"dem",11778
"Texas","Jones",2000,"dem",1899
"Texas","Karnes",2000,"dem",1617
"Texas","Kaufman",2000,"dem",7455
"Texas","Kendall",2000,"dem",1901
"Texas","Kenedy",2000,"dem",119
"Texas","Kent",2000,"dem",185
"Texas","Kerr",2000,"dem",4002
"Texas","Kimble",2000,"dem",328
"Texas","King",2000,"dem",14
"Texas","Kinney",2000,"dem",486
"Texas","Kleberg",2000,"dem",4481
"Texas","Knox",2000,"dem",617
"Texas","Lamar",2000,"dem",5553
"Texas","Lamb",2000,"dem",1114
"Texas","Lampasas",2000,"dem",1569
"Texas","LaSalle",2000,"dem",1266
"Texas","Lavaca",2000,"dem",2171
"Texas","Lee",2000,"dem",1733
"Texas","Leon",2000,"dem",1893
"Texas","Liberty",2000,"dem",7311
"Texas","Limestone",2000,"dem",2768
"Texas","Lipscomb",2000,"dem",206
"Texas","Live Oak",2000,"dem",1114
"Texas","Llano",2000,"dem",2143
"Texas","Loving",2000,"dem",29
"Texas","Lubbock",2000,"dem",18469
"Texas","Lynn",2000,"dem",562
"Texas","Madison",2000,"dem",1241
"Texas","Marion",2000,"dem",1852
"Texas","Martin",2000,"dem",415
"Texas","Mason",2000,"dem",417
"Texas","Matagorda",2000,"dem",4696
"Texas","Maverick",2000,"dem",5995
"Texas","McCulloch",2000,"dem",794
"Texas","McLennan",2000,"dem",23462
"Texas","McMullen",2000,"dem",77
"Texas","Medina",2000,"dem",4025
"Texas","Menard",2000,"dem",334
"Texas","Midland",2000,"dem",7534
"Texas","Milam",2000,"dem",3429
"Texas","Mills",2000,"dem",548
"Texas","Mitchell",2000,"dem",837
"Texas","Montague",2000,"dem",2256
"Texas","Montgomery",2000,"dem",23286
"Texas","Moore",2000,"dem",1040
"Texas","Morris",2000,"dem",2455
"Texas","Motley",2000,"dem",118
"Texas","Nacogdoches",2000,"dem",6204
"Texas","Navarro",2000,"dem",5366
"Texas","Newton",2000,"dem",2503
"Texas","Nolan",2000,"dem",1874
"Texas","Nueces",2000,"dem",45349
"Texas","Ochiltree",2000,"dem",251
"Texas","Oldham",2000,"dem",108
"Texas","Orange",2000,"dem",11887
"Texas","Palo Pinto",2000,"dem",3263
"Texas","Panola",2000,"dem",3011
"Texas","Parker",2000,"dem",8878
"Texas","Parmer",2000,"dem",447
"Texas","Pecos",2000,"dem",1539
"Texas","Polk",2000,"dem",6877
"Texas","Potter",2000,"dem",7242
"Texas","Presidio",2000,"dem",1064
"Texas","Rains",2000,"dem",1225
"Texas","Randall",2000,"dem",7209
"Texas","Reagan",2000,"dem",282
"Texas","Real",2000,"dem",316
"Texas","Red River",2000,"dem",2219
"Texas","Reeves",2000,"dem",1872
"Texas","Refugio",2000,"dem",1172
"Texas","Roberts",2000,"dem",72
"Texas","Robertson",2000,"dem",3283
"Texas","Rockwall",2000,"dem",3642
"Texas","Runnels",2000,"dem",969
"Texas","Rusk",2000,"dem",4841
"Texas","Sabine",2000,"dem",1753
"Texas","San Jacinto",2000,"dem",2946
"Texas","San Patricio",2000,"dem",7840
"Texas","San Saba",2000,"dem",618
"Texas","San Augustine",2000,"dem",1636
"Texas","Schleicher",2000,"dem",338
"Texas","Scurry",2000,"dem",1193
"Texas","Shackelford",2000,"dem",264
"Texas","Shelby",2000,"dem",3227
"Texas","Sherman",2000,"dem",144
"Texas","Smith",2000,"dem",16470
"Texas","Somervell",2000,"dem",752
"Texas","Starr",2000,"dem",6505
"Texas","Stephens",2000,"dem",811
"Texas","Sterling",2000,"dem",132
"Texas","Stonewall",2000,"dem",294
"Texas","Sutton",2000,"dem",468
"Texas","Swisher",2000,"dem",856
"Texas","Tarrant",2000,"dem",173758
"Texas","Taylor",2000,"dem",10504
"Texas","Terrell",2000,"dem",219
"Texas","Terry",2000,"dem",1108
"Texas","Throckmorton",2000,"dem",228
"Texas","Titus",2000,"dem",3008
"Texas","Tom Green",2000,"dem",9288
"Texas","Travis",2000,"dem",125526
"Texas","Trinity",2000,"dem",2142
"Texas","Tyler",2000,"dem",2775
"Texas","Upshur",2000,"dem",4180
"Texas","Upton",2000,"dem",266
"Texas","Uvalde",2000,"dem",3436
"Texas","Val Verde",2000,"dem",5056
"Texas","Van Zandt",2000,"dem",5245
"Texas","Victoria",2000,"dem",8176
"Texas","Walker",2000,"dem",4943
"Texas","Waller",2000,"dem",5046
"Texas","Ward",2000,"dem",1256
"Texas","Washington",2000,"dem",2996
"Texas","Webb",2000,"dem",18120
"Texas","Wharton",2000,"dem",4838
"Texas","Wheeler",2000,"dem",579
"Texas","Wichita",2000,"dem",14108
"Texas","Wilbarger",2000,"dem",1356
"Texas","Willacy",2000,"dem",3218
"Texas","Williamson",2000,"dem",26591
"Texas","Wilson",2000,"dem",3997
"Texas","Winkler",2000,"dem",556
"Texas","Wise",2000,"dem",4830
"Texas","Wood",2000,"dem",3893
"Texas","Yoakum",2000,"dem",531
"Texas","Young",2000,"dem",1843
"Texas","Zapata",2000,"dem",1638
"Texas","Zavala",2000,"dem",2616
"Utah","Beaver",2000,"dem",541
"Utah","Box Elder",2000,"dem",2555
"Utah","Cache",2000,"dem",5170
"Utah","Carbon",2000,"dem",3298
"Utah","Daggett",2000,"dem",104
"Utah","Davis",2000,"dem",18845
"Utah","Duchesne",2000,"dem",779
"Utah","Emery",2000,"dem",958
"Utah","Garfield",2000,"dem",178
"Utah","Grand",2000,"dem",1158
"Utah","Iron",2000,"dem",1789
"Utah","Juab",2000,"dem",619
"Utah","Kane",2000,"dem",387
"Utah","Millard",2000,"dem",696
"Utah","Morgan",2000,"dem",553
"Utah","Piute",2000,"dem",133
"Utah","Rich",2000,"dem",152
"Utah","Salt Lake",2000,"dem",107576
"Utah","San Juan",2000,"dem",1838
"Utah","Sanpete",2000,"dem",1211
"Utah","Sevier",2000,"dem",1046
"Utah","Summit",2000,"dem",4601
"Utah","Tooele",2000,"dem",4001
"Utah","Uintah",2000,"dem",1387
"Utah","Utah",2000,"dem",16445
"Utah","Wasatch",2000,"dem",1476
"Utah","Washington",2000,"dem",5465
"Utah","Wayne",2000,"dem",202
"Utah","Weber",2000,"dem",19890
"Vermont","Addison",2000,"dem",8936
"Vermont","Bennington",2000,"dem",9021
"Vermont","Caledonia",2000,"dem",5859
"Vermont","Chittenden",2000,"dem",39156
"Vermont","Essex",2000,"dem",1129
"Vermont","Franklin",2000,"dem",9514
"Vermont","Grand Isle",2000,"dem",1835
"Vermont","Lamoille",2000,"dem",5676
"Vermont","Orange",2000,"dem",6694
"Vermont","Orleans",2000,"dem",5472
"Vermont","Rutland",2000,"dem",13990
"Vermont","Washington",2000,"dem",15281
"Vermont","Windham",2000,"dem",11319
"Vermont","Windsor",2000,"dem",15140
"Virginia","Accomack",2000,"dem",5092
"Virginia","Albemarle",2000,"dem",16255
"Virginia","Alexandria",2000,"dem",33633
"Virginia","Alleghany",2000,"dem",2214
"Virginia","Amelia",2000,"dem",1754
"Virginia","Amherst",2000,"dem",4812
"Virginia","Appomattox",2000,"dem",2132
"Virginia","Arlington",2000,"dem",50260
"Virginia","Augusta",2000,"dem",6643
"Virginia","Bath",2000,"dem",822
"Virginia","Bedford",2000,"dem",1078
"Virginia","Bedford County",2000,"dem",8160
"Virginia","Bland",2000,"dem",851
"Virginia","Botetourt",2000,"dem",4627
"Virginia","Bristol",2000,"dem",2646
"Virginia","Brunswick",2000,"dem",3387
"Virginia","Buchanan",2000,"dem",5745
"Virginia","Buckingham",2000,"dem",2561
"Virginia","Buena Vista",2000,"dem",941
"Virginia","Campbell",2000,"dem",6659
"Virginia","Caroline",2000,"dem",4314
"Virginia","Carroll",2000,"dem",3638
"Virginia","Charles City",2000,"dem",1981
"Virginia","Charlotte",2000,"dem",2017
"Virginia","Charlottesville",2000,"dem",7762
"Virginia","Chesapeake",2000,"dem",33578
"Virginia","Chesterfield",2000,"dem",38638
"Virginia","Clarke",2000,"dem",2166
"Virginia","Clifton Forge",2000,"dem",868
"Virginia","Colonial Heights",2000,"dem",2100
"Virginia","Covington",2000,"dem",1168
"Virginia","Craig",2000,"dem",851
"Virginia","Culpeper",2000,"dem",4364
"Virginia","Cumberland",2000,"dem",1405
"Virginia","Danville",2000,"dem",8221
"Virginia","Dickenson",2000,"dem",3951
"Virginia","Dinwiddie",2000,"dem",4001
"Virginia","Emporia",2000,"dem",1116
"Virginia","Essex",2000,"dem",1750
"Virginia","Fairfax City",2000,"dem",4361
"Virginia","Fairfax County",2000,"dem",196501
"Virginia","Falls Church",2000,"dem",3109
"Virginia","Fauquier",2000,"dem",8296
"Virginia","Floyd",2000,"dem",1957
"Virginia","Fluvanna",2000,"dem",3431
"Virginia","Franklin City",2000,"dem",1763
"Virginia","Franklin County",2000,"dem",7145
"Virginia","Frederick",2000,"dem",7158
"Virginia","Fredericksburg",2000,"dem",3360
"Virginia","Galax",2000,"dem",996
"Virginia","Giles",2000,"dem",3004
"Virginia","Gloucester",2000,"dem",4553
"Virginia","Goochland",2000,"dem",3197
"Virginia","Grayson",2000,"dem",2467
"Virginia","Greene",2000,"dem",1774
"Virginia","Greensville",2000,"dem",2314
"Virginia","Halifax",2000,"dem",5963
"Virginia","Hampton",2000,"dem",27490
"Virginia","Hanover",2000,"dem",12044
"Virginia","Harrisonburg",2000,"dem",3482
"Virginia","Henrico",2000,"dem",48645
"Virginia","Henry",2000,"dem",8898
"Virginia","Highland",2000,"dem",453
"Virginia","Hopewell",2000,"dem",3024
"Virginia","Isle of Wight",2000,"dem",5162
"Virginia","James City",2000,"dem",9090
"Virginia","King and Queen",2000,"dem",1387
"Virginia","King George",2000,"dem",2070
"Virginia","King William",2000,"dem",2125
"Virginia","Lancaster",2000,"dem",1937
"Virginia","Lee",2000,"dem",4031
"Virginia","Lexington",2000,"dem",1048
"Virginia","Loudoun",2000,"dem",30938
"Virginia","Louisa",2000,"dem",4309
"Virginia","Lunenburg",2000,"dem",2026
"Virginia","Lynchburg",2000,"dem",10374
"Virginia","Madison",2000,"dem",1844
"Virginia","Manassas",2000,"dem",5262
"Virginia","Manassas Park",2000,"dem",1048
"Virginia","Martinsville",2000,"dem",3048
"Virginia","Mathews",2000,"dem",1499
"Virginia","Mecklenburg",2000,"dem",4797
"Virginia","Middlesex",2000,"dem",1671
"Virginia","Montgomery",2000,"dem",11720
"Virginia","Nelson",2000,"dem",2907
"Virginia","New Kent",2000,"dem",2055
"Virginia","Newport News",2000,"dem",29779
"Virginia","Norfolk",2000,"dem",38221
"Virginia","Northampton",2000,"dem",2340
"Virginia","Northumberland",2000,"dem",2118
"Virginia","Norton",2000,"dem",867
"Virginia","Nottoway",2000,"dem",2460
"Virginia","Orange",2000,"dem",4126
"Virginia","Page",2000,"dem",2726
"Virginia","Patrick",2000,"dem",2254
"Virginia","Petersburg",2000,"dem",8751
"Virginia","Pittsylvania",2000,"dem",7834
"Virginia","Poquoson",2000,"dem",1448
"Virginia","Portsmouth",2000,"dem",22286
"Virginia","Powhatan",2000,"dem",2708
"Virginia","Prince Edward",2000,"dem",2922
"Virginia","Prince George",2000,"dem",4182
"Virginia","Prince William",2000,"dem",44745
"Virginia","Pulaski",2000,"dem",5255
"Virginia","Radford",2000,"dem",2063
"Virginia","Rappahannock",2000,"dem",1462
"Virginia","Richmond City",2000,"dem",42717
"Virginia","Richmond County",2000,"dem",1076
"Virginia","Roanoke City",2000,"dem",17920
"Virginia","Roanoke County",2000,"dem",16141
"Virginia","Rockbridge",2000,"dem",2953
"Virginia","Rockingham",2000,"dem",5834
"Virginia","Russell",2000,"dem",5442
"Virginia","Salem",2000,"dem",4348
"Virginia","Scott",2000,"dem",3552
"Virginia","Shenandoah",2000,"dem",4420
"Virginia","Smyth",2000,"dem",4836
"Virginia","Southampton",2000,"dem",3359
"Virginia","Spotsylvania",2000,"dem",13455
"Virginia","Stafford",2000,"dem",12596
"Virginia","Staunton",2000,"dem",3324
"Virginia","Suffolk",2000,"dem",12471
"Virginia","Surry",2000,"dem",1845
"Virginia","Sussex",2000,"dem",2006
"Virginia","Tazewell",2000,"dem",7227
"Virginia","Virginia Beach",2000,"dem",62268
"Virginia","Warren",2000,"dem",4313
"Virginia","Washington",2000,"dem",7549
"Virginia","Waynesboro",2000,"dem",2737
"Virginia","Westmoreland",2000,"dem",2922
"Virginia","Williamsburg",2000,"dem",1724
"Virginia","Winchester",2000,"dem",3318
"Virginia","Wise",2000,"dem",6412
"Virginia","Wythe",2000,"dem",3462
"Virginia","York",2000,"dem",8622
"Washington","Adams",2000,"dem",1406
"Washington","Asotin",2000,"dem",2736
"Washington","Benton",2000,"dem",19512
"Washington","Chelan",2000,"dem",8412
"Washington","Clallam",2000,"dem",13779
"Washington","Clark",2000,"dem",61767
"Washington","Columbia",2000,"dem",515
"Washington","Cowlitz",2000,"dem",18233
"Washington","Douglas",2000,"dem",3822
"Washington","Ferry",2000,"dem",932
"Washington","Franklin",2000,"dem",4653
"Washington","Garfield",2000,"dem",300
"Washington","Grant",2000,"dem",7073
"Washington","Grays Harbor",2000,"dem",13304
"Washington","Island",2000,"dem",14778
"Washington","Jefferson",2000,"dem",8281
"Washington","King",2000,"dem",476700
"Washington","Kitsap",2000,"dem",50302
"Washington","Kittitas",2000,"dem",5516
"Washington","Klickitat",2000,"dem",3062
"Washington","Lewis",2000,"dem",9891
"Washington","Lincoln",2000,"dem",1417
"Washington","Mason",2000,"dem",10876
"Washington","Okanogan",2000,"dem",4335
"Washington","Pacific",2000,"dem",4895
"Washington","Pend Oreille",2000,"dem",1973
"Washington","Pierce",2000,"dem",138249
"Washington","San Juan",2000,"dem",4426
"Washington","Skagit",2000,"dem",20432
"Washington","Skamania",2000,"dem",1753
"Washington","Snohomish",2000,"dem",129612
"Washington","Spokane",2000,"dem",74604
"Washington","Stevens",2000,"dem",5560
"Washington","Thurston",2000,"dem",50467
"Washington","Wahkiakum",2000,"dem",803
"Washington","Walla Walla",2000,"dem",7188
"Washington","Whatcom",2000,"dem",34033
"Washington","Whitman",2000,"dem",6509
"Washington","Yakima",2000,"dem",25546
"West Virginia","Barbour",2000,"dem",2503
"West Virginia","Berkeley",2000,"dem",8797
"West Virginia","Boone",2000,"dem",5656
"West Virginia","Braxton",2000,"dem",2719
"West Virginia","Brooke",2000,"dem",4678
"West Virginia","Cabell",2000,"dem",14896
"West Virginia","Calhoun",2000,"dem",1112
"West Virginia","Clay",2000,"dem",1617
"West Virginia","Doddridge",2000,"dem",773
"West Virginia","Fayette",2000,"dem",8371
"West Virginia","Gilmer",2000,"dem",1092
"West Virginia","Grant",2000,"dem",891
"West Virginia","Greenbrier",2000,"dem",5627
"West Virginia","Hampshire",2000,"dem",2069
"West Virginia","Hancock",2000,"dem",6249
"West Virginia","Hardy",2000,"dem",1621
"West Virginia","Harrison",2000,"dem",13009
"West Virginia","Jackson",2000,"dem",4937
"West Virginia","Jefferson",2000,"dem",6860
"West Virginia","Kanawha",2000,"dem",38524
"West Virginia","Lewis",2000,"dem",2355
"West Virginia","Lincoln",2000,"dem",3939
"West Virginia","Logan",2000,"dem",8927
"West Virginia","Marion",2000,"dem",12315
"West Virginia","Marshall",2000,"dem",6000
"West Virginia","Mason",2000,"dem",4963
"West Virginia","McDowell",2000,"dem",4845
"West Virginia","Mercer",2000,"dem",8347
"West Virginia","Mineral",2000,"dem",3341
"West Virginia","Mingo",2000,"dem",6049
"West Virginia","Monongalia",2000,"dem",12603
"West Virginia","Monroe",2000,"dem",2094
"West Virginia","Morgan",2000,"dem",1939
"West Virginia","Nicholas",2000,"dem",4059
"West Virginia","Ohio",2000,"dem",7653
"West Virginia","Pendleton",2000,"dem",1172
"West Virginia","Pleasants",2000,"dem",1267
"West Virginia","Pocahontas",2000,"dem",1392
"West Virginia","Preston",2000,"dem",3515
"West Virginia","Putnam",2000,"dem",7891
"West Virginia","Raleigh",2000,"dem",11047
"West Virginia","Randolph",2000,"dem",4028
"West Virginia","Ritchie",2000,"dem",1024
"West Virginia","Roane",2000,"dem",2332
"West Virginia","Summers",2000,"dem",2299
"West Virginia","Taylor",2000,"dem",2473
"West Virginia","Tucker",2000,"dem",1319
"West Virginia","Tyler",2000,"dem",1214
"West Virginia","Upshur",2000,"dem",2770
"West Virginia","Wayne",2000,"dem",7940
"West Virginia","Webster",2000,"dem",1764
"West Virginia","Wetzel",2000,"dem",2849
"West Virginia","Wirt",2000,"dem",818
"West Virginia","Wood",2000,"dem",12664
"West Virginia","Wyoming",2000,"dem",4289
"Wisconsin","Adams",2000,"dem",4826
"Wisconsin","Ashland",2000,"dem",4356
"Wisconsin","Barron",2000,"dem",8928
"Wisconsin","Bayfield",2000,"dem",4427
"Wisconsin","Brown",2000,"dem",49096
"Wisconsin","Buffalo",2000,"dem",3237
"Wisconsin","Burnett",2000,"dem",3626
"Wisconsin","Calumet",2000,"dem",8202
"Wisconsin","Chippewa",2000,"dem",12102
"Wisconsin","Clark",2000,"dem",5931
"Wisconsin","Columbia",2000,"dem",12636
"Wisconsin","Crawford",2000,"dem",4005
"Wisconsin","Dane",2000,"dem",142317
"Wisconsin","Dodge",2000,"dem",14580
"Wisconsin","Door",2000,"dem",6560
"Wisconsin","Douglas",2000,"dem",13593
"Wisconsin","Dunn",2000,"dem",9172
"Wisconsin","Eau Claire",2000,"dem",24078
"Wisconsin","Florence",2000,"dem",816
"Wisconsin","Fond du Lac",2000,"dem",18181
"Wisconsin","Forest",2000,"dem",2158
"Wisconsin","Grant",2000,"dem",10691
"Wisconsin","Green",2000,"dem",7863
"Wisconsin","Green Lake",2000,"dem",3301
"Wisconsin","Iowa",2000,"dem",5842
"Wisconsin","Iron",2000,"dem",1620
"Wisconsin","Jackson",2000,"dem",4380
"Wisconsin","Jefferson",2000,"dem",15203
"Wisconsin","Juneau",2000,"dem",4813
"Wisconsin","Kenosha",2000,"dem",32429
"Wisconsin","Kewaunee",2000,"dem",4670
"Wisconsin","La Crosse",2000,"dem",28455
"Wisconsin","Lafayette",2000,"dem",3710
"Wisconsin","Langlade",2000,"dem",4199
"Wisconsin","Lincoln",2000,"dem",6664
"Wisconsin","Manitowoc",2000,"dem",17667
"Wisconsin","Marathon",2000,"dem",26546
"Wisconsin","Marinette",2000,"dem",8676
"Wisconsin","Marquette",2000,"dem",3437
"Wisconsin","Menominee",2000,"dem",949
"Wisconsin","Milwaukee",2000,"dem",252329
"Wisconsin","Monroe",2000,"dem",7460
"Wisconsin","Oconto",2000,"dem",7260
"Wisconsin","Oneida",2000,"dem",8339
"Wisconsin","Outagamie",2000,"dem",32735
"Wisconsin","Ozaukee",2000,"dem",15030
"Wisconsin","Pepin",2000,"dem",1854
"Wisconsin","Pierce",2000,"dem",8559
"Wisconsin","Polk",2000,"dem",8961
"Wisconsin","Portage",2000,"dem",17942
"Wisconsin","Price",2000,"dem",3413
"Wisconsin","Racine",2000,"dem",41563
"Wisconsin","Richland",2000,"dem",3837
"Wisconsin","Rock",2000,"dem",40472
"Wisconsin","Rusk",2000,"dem",3161
"Wisconsin","Sauk",2000,"dem",13035
"Wisconsin","Sawyer",2000,"dem",3333
"Wisconsin","Shawano",2000,"dem",7335
"Wisconsin","Sheboygan",2000,"dem",23569
"Wisconsin","St0 Croix",2000,"dem",13077
"Wisconsin","Taylor",2000,"dem",3254
"Wisconsin","Trempealeau",2000,"dem",6678
"Wisconsin","Vernon",2000,"dem",6577
"Wisconsin","Vilas",2000,"dem",4706
"Wisconsin","Walworth",2000,"dem",15492
"Wisconsin","Washburn",2000,"dem",3695
"Wisconsin","Washington",2000,"dem",18115
"Wisconsin","Waukesha",2000,"dem",64319
"Wisconsin","Waupaca",2000,"dem",8787
"Wisconsin","Waushara",2000,"dem",4239
"Wisconsin","Winnebago",2000,"dem",33983
"Wisconsin","Wood",2000,"dem",15936
"Wyoming","Albany",2000,"dem",5069
"Wyoming","Big Horn",2000,"dem",1004
"Wyoming","Campbell",2000,"dem",1967
"Wyoming","Carbon",2000,"dem",2206
"Wyoming","Converse",2000,"dem",1076
"Wyoming","Crook",2000,"dem",361
"Wyoming","Fremont",2000,"dem",4172
"Wyoming","Goshen",2000,"dem",1439
"Wyoming","Hot Springs",2000,"dem",544
"Wyoming","Johnson",2000,"dem",555
"Wyoming","Laramie",2000,"dem",12162
"Wyoming","Lincoln",2000,"dem",1184
"Wyoming","Natrona",2000,"dem",8646
"Wyoming","Niobrara",2000,"dem",190
"Wyoming","Park",2000,"dem",2424
"Wyoming","Platte",2000,"dem",1249
"Wyoming","Sheridan",2000,"dem",3330
"Wyoming","Sublette",2000,"dem",458
"Wyoming","Sweetwater",2000,"dem",5521
"Wyoming","Teton",2000,"dem",4019
"Wyoming","Uinta",2000,"dem",1650
"Wyoming","Washakie",2000,"dem",806
"Wyoming","Weston",2000,"dem",449
"Alabama","Autauga",2000,"rep",11993
"Alabama","Baldwin",2000,"rep",40872
"Alabama","Barbour",2000,"rep",5096
"Alabama","Bibb",2000,"rep",4273
"Alabama","Blount",2000,"rep",12667
"Alabama","Bullock",2000,"rep",1433
"Alabama","Butler",2000,"rep",4127
"Alabama","Calhoun",2000,"rep",22306
"Alabama","Chambers",2000,"rep",6037
"Alabama","Cherokee",2000,"rep",4154
"Alabama","Chilton",2000,"rep",10066
"Alabama","Choctaw",2000,"rep",3600
"Alabama","Clarke",2000,"rep",5988
"Alabama","Clay",2000,"rep",3719
"Alabama","Cleburne",2000,"rep",3333
"Alabama","Coffee",2000,"rep",9938
"Alabama","Colbert",2000,"rep",10518
"Alabama","Conecuh",2000,"rep",2699
"Alabama","Coosa",2000,"rep",2382
"Alabama","Covington",2000,"rep",8961
"Alabama","Crenshaw",2000,"rep",2793
"Alabama","Cullman",2000,"rep",19157
"Alabama","Dale",2000,"rep",10593
"Alabama","Dallas",2000,"rep",7360
"Alabama","DeKalb",2000,"rep",12827
"Alabama","Elmore",2000,"rep",16777
"Alabama","Escambia",2000,"rep",6975
"Alabama","Etowah",2000,"rep",21087
"Alabama","Fayette",2000,"rep",4582
"Alabama","Franklin",2000,"rep",6119
"Alabama","Geneva",2000,"rep",6588
"Alabama","Greene",2000,"rep",850
"Alabama","Hale",2000,"rep",2984
"Alabama","Henry",2000,"rep",4054
"Alabama","Houston",2000,"rep",22150
"Alabama","Jackson",2000,"rep",8475
"Alabama","Jefferson",2000,"rep",138491
"Alabama","Lamar",2000,"rep",4470
"Alabama","Lauderdale",2000,"rep",17478
"Alabama","Lawrence",2000,"rep",5671
"Alabama","Lee",2000,"rep",22433
"Alabama","Limestone",2000,"rep",14204
"Alabama","Lowndes",2000,"rep",1638
"Alabama","Macon",2000,"rep",1091
"Alabama","Madison",2000,"rep",62151
"Alabama","Marengo",2000,"rep",4690
"Alabama","Marion",2000,"rep",6910
"Alabama","Marshall",2000,"rep",17084
"Alabama","Mobile",2000,"rep",78162
"Alabama","Monroe",2000,"rep",5153
"Alabama","Montgomery",2000,"rep",38827
"Alabama","Morgan",2000,"rep",25774
"Alabama","Perry",2000,"rep",1732
"Alabama","Pickens",2000,"rep",4306
"Alabama","Pike",2000,"rep",6058
"Alabama","Randolph",2000,"rep",4666
"Alabama","Russell",2000,"rep",6198
"Alabama","Shelby",2000,"rep",47651
"Alabama","St0 Clair",2000,"rep",17117
"Alabama","Sumter",2000,"rep",1629
"Alabama","Talladega",2000,"rep",13807
"Alabama","Tallapoosa",2000,"rep",9805
"Alabama","Tuscaloosa",2000,"rep",34003
"Alabama","Walker",2000,"rep",13486
"Alabama","Washington",2000,"rep",4117
"Alabama","Wilcox",2000,"rep",1661
"Alabama","Winston",2000,"rep",6413
"Alaska","District 1",2000,"rep",4681
"Alaska","District 10",2000,"rep",5673
"Alaska","District 11",2000,"rep",3960
"Alaska","District 12",2000,"rep",4626
"Alaska","District 13",2000,"rep",3853
"Alaska","District 14",2000,"rep",3750
"Alaska","District 15",2000,"rep",2453
"Alaska","District 16",2000,"rep",1980
"Alaska","District 17",2000,"rep",4564
"Alaska","District 18",2000,"rep",5421
"Alaska","District 19",2000,"rep",4619
"Alaska","District 2",2000,"rep",4235
"Alaska","District 20",2000,"rep",3648
"Alaska","District 21",2000,"rep",3263
"Alaska","District 22",2000,"rep",4910
"Alaska","District 23",2000,"rep",2961
"Alaska","District 24",2000,"rep",5063
"Alaska","District 25",2000,"rep",5489
