"state","county","year","party","votes"
"AL","Coffee County",2008,"dem",5079
"AL","Colbert County",2008,"dem",9703
"AL","Conecuh County",2008,"dem",3429
"AL","Coosa County",2008,"dem",2273
"AL","Covington County",2008,"dem",3240
"AL","Crenshaw County",2008,"dem",1938
"AL","Cullman County",2008,"dem",5864
"AL","Dale County",2008,"dem",5270
"AL","Dallas County",2008,"dem",13986
"AL","DeKalb County",2008,"dem",5658
"AL","Elmore County",2008,"dem",8301
"AL","Escambia County",2008,"dem",5188
"AL","Etowah County",2008,"dem",13497
"AL","Fayette County",2008,"dem",1994
"AL","Franklin County",2008,"dem",3469
"AL","Geneva County",2008,"dem",2134
"AL","Greene County",2008,"dem",4408
"AL","Hale County",2008,"dem",4982
"AL","Henry County",2008,"dem",3018
"AL","Houston County",2008,"dem",12225
"AL","Jackson County",2008,"dem",6374
"AL","Jefferson County",2008,"dem",166121
"AL","Lamar County",2008,"dem",1614
"AL","Lauderdale County",2008,"dem",13329
"AL","Lawrence County",2008,"dem",5164
"AL","Lee County",2008,"dem",21498
"AL","Limestone County",2008,"dem",9536
"AL","Lowndes County",2008,"dem",5449
"AL","Macon County",2008,"dem",9450
"AL","Madison County",2008,"dem",64117
"AL","Marengo County",2008,"dem",5926
"AL","Marion County",2008,"dem",2600
"AL","Marshall County",2008,"dem",7038
"AL","Mobile County",2008,"dem",82181
"AL","Monroe County",2008,"dem",5025
"AL","Montgomery County",2008,"dem",62166
"AL","Morgan County",2008,"dem",13895
"AL","Perry County",2008,"dem",4457
"AL","Pickens County",2008,"dem",4594
"AL","Pike County",2008,"dem",5879
"AL","Randolph County",2008,"dem",3064
"AL","Russell County",2008,"dem",10085
"AL","Saint Clair County",2008,"dem",6091
"AL","Shelby County",2008,"dem",20625
"AL","Sumter County",2008,"dem",5264
"AL","Talladega County",2008,"dem",13779
"AL","Tallapoosa County",2008,"dem",6063
"AL","Tuscaloosa County",2008,"dem",32796
"AL","Walker County",2008,"dem",7420
"AL","Washington County",2008,"dem",3067
"AL","Wilcox County",2008,"dem",4612
"AL","Winston County",2008,"dem",1757
"AR","Arkansas County",2008,"dem",2619
"AR","Ashley County",2008,"dem",2976
"AR","Baxter County",2008,"dem",6539
"AR","Benton County",2008,"dem",23331
"AR","Boone County",2008,"dem",4435
"AR","Bradley County",2008,"dem",1680
"AR","Calhoun County",2008,"dem",691
"AR","Carroll County",2008,"dem",4172
"AR","Chicot County",2008,"dem",3043
"AR","Clark County",2008,"dem",4267
"AR","Clay County",2008,"dem",2244
"AR","Cleburne County",2008,"dem",2951
"AR","Cleveland County",2008,"dem",911
"AR","Columbia County",2008,"dem",3554
"AR","Conway County",2008,"dem",3149
"AR","Craighead County",2008,"dem",11294
"AR","Crawford County",2008,"dem",5238
"AR","Crittenden County",2008,"dem",10330
"AR","Cross County",2008,"dem",2580
"AR","Dallas County",2008,"dem",1471
"AR","Desha County",2008,"dem",2569
"AR","Drew County",2008,"dem",2598
"AR","Faulkner County",2008,"dem",14955
"AR","Franklin County",2008,"dem",1869
"AR","Fulton County",2008,"dem",1819
"AR","Garland County",2008,"dem",15899
"AR","Grant County",2008,"dem",1562
"AR","Greene County",2008,"dem",4541
"AR","Hempstead County",2008,"dem",2869
"AR","Hot Spring County",2008,"dem",4288
"AR","Howard County",2008,"dem",1746
"AR","Independence County",2008,"dem",3688
"AR","Izard County",2008,"dem",1792
"AR","Jackson County",2008,"dem",2207
"AR","Jefferson County",2008,"dem",18465
"AR","Johnson County",2008,"dem",3034
"AR","Lafayette County",2008,"dem",1133
"AR","Lawrence County",2008,"dem",2138
"AR","Lee County",2008,"dem",2263
"AR","Lincoln County",2008,"dem",1710
"AR","Little River County",2008,"dem",1753
"AR","Logan County",2008,"dem",2286
"AR","Lonoke County",2008,"dem",5968
"AR","Madison County",2008,"dem",2144
"AR","Marion County",2008,"dem",2384
"AR","Miller County",2008,"dem",4869
"AR","Mississippi County",2008,"dem",6667
"AR","Monroe County",2008,"dem",1615
"AR","Montgomery County",2008,"dem",1092
"AR","Nevada County",2008,"dem",1474
"AR","Newton County",2008,"dem",1182
"AR","Ouachita County",2008,"dem",4346
"AR","Perry County",2008,"dem",1352
"AR","Phillips County",2008,"dem",5695
"AR","Pike County",2008,"dem",1089
"AR","Poinsett County",2008,"dem",2742
"AR","Polk County",2008,"dem",1957
"AR","Pope County",2008,"dem",6002
"AR","Prairie County",2008,"dem",1048
"AR","Pulaski County",2008,"dem",88854
"AR","Randolph County",2008,"dem",2469
"AR","Saint Francis County",2008,"dem",5486
"AR","Saline County",2008,"dem",12695
"AR","Scott County",2008,"dem",1053
"AR","Searcy County",2008,"dem",961
"AR","Sebastian County",2008,"dem",13673
"AR","Sevier County",2008,"dem",1291
"AR","Sharp County",2008,"dem",2436
"AR","Stone County",2008,"dem",1598
"AR","Union County",2008,"dem",6190
"AR","Van Buren County",2008,"dem",2151
"AR","Washington County",2008,"dem",29021
"AR","White County",2008,"dem",6732
"AR","Woodruff County",2008,"dem",1412
"AR","Yell County",2008,"dem",2003
"AZ","Apache County",2008,"dem",15390
"AZ","Cochise County",2008,"dem",18943
"AZ","Coconino County",2008,"dem",31433
"AZ","Gila County",2008,"dem",7884
"AZ","Graham County",2008,"dem",3487
"AZ","Greenlee County",2008,"dem",1165
"AZ","La Paz County",2008,"dem",1929
"AZ","Maricopa County",2008,"dem",602166
"AZ","Mohave County",2008,"dem",22092
"AZ","Navajo County",2008,"dem",15579
"AZ","Pima County",2008,"dem",206254
"AZ","Pinal County",2008,"dem",44254
"AZ","Santa Cruz County",2008,"dem",8683
"AZ","Yavapai County",2008,"dem",36889
"AZ","Yuma County",2008,"dem",18559
"CA","Alameda County",2008,"dem",489106
"CA","Alpine County",2008,"dem",422
"CA","Amador County",2008,"dem",7813
"CA","Butte County",2008,"dem",49013
"CA","Calaveras County",2008,"dem",9813
"CA","Colusa County",2008,"dem",2569
"CA","Contra Costa County",2008,"dem",306983
"CA","Del Norte County",2008,"dem",4323
"CA","El Dorado County",2008,"dem",40529
"CA","Fresno County",2008,"dem",136706
"CA","Glenn County",2008,"dem",3734
"CA","Humboldt County",2008,"dem",39692
"CA","Imperial County",2008,"dem",24162
"CA","Inyo County",2008,"dem",3743
"CA","Kern County",2008,"dem",93457
"CA","Kings County",2008,"dem",14747
"CA","Lake County",2008,"dem",14854
"CA","Lassen County",2008,"dem",3586
"CA","Los Angeles County",2008,"dem",2295853
"CA","Madera County",2008,"dem",17952
"CA","Marin County",2008,"dem",109320
"CA","Mariposa County",2008,"dem",4100
"CA","Mendocino County",2008,"dem",27843
"CA","Merced County",2008,"dem",34031
"CA","Modoc County",2008,"dem",1313
"CA","Mono County",2008,"dem",3093
"CA","Monterey County",2008,"dem",88453
"CA","Napa County",2008,"dem",38849
"CA","Nevada County",2008,"dem",28617
"CA","Orange County",2008,"dem",549558
"CA","Placer County",2008,"dem",75112
"CA","Plumas County",2008,"dem",4715
"CA","Riverside County",2008,"dem",325017
"CA","Sacramento County",2008,"dem",316506
"CA","San Benito County",2008,"dem",11917
"CA","San Bernardino County",2008,"dem",315720
"CA","San Diego County",2008,"dem",666581
"CA","San Francisco County",2008,"dem",322220
"CA","San Joaquin County",2008,"dem",113974
"CA","San Luis Obispo County",2008,"dem",68176
"CA","San Mateo County",2008,"dem",222826
"CA","Santa Barbara County",2008,"dem",105614
"CA","Santa Clara County",2008,"dem",462241
"CA","Santa Cruz County",2008,"dem",98745
"CA","Shasta County",2008,"dem",28867
"CA","Sierra County",2008,"dem",743
"CA","Siskiyou County",2008,"dem",9292
"CA","Solano County",2008,"dem",102095
"CA","Sonoma County",2008,"dem",168888
"CA","Stanislaus County",2008,"dem",80279
"CA","Sutter County",2008,"dem",13412
"CA","Tehama County",2008,"dem",8945
"CA","Trinity County",2008,"dem",3233
"CA","Tulare County",2008,"dem",43634
"CA","Tuolumne County",2008,"dem",11532
"CA","Ventura County",2008,"dem",187601
"CA","Yolo County",2008,"dem",53488
"CA","Yuba County",2008,"dem",8866
"CO","Adams County",2008,"dem",93443
"CO","Alamosa County",2008,"dem",3521
"CO","Arapahoe County",2008,"dem",148218
"CO","Archuleta County",2008,"dem",2836
"CO","Baca County",2008,"dem",536
"CO","Bent County",2008,"dem",799
"CO","Boulder County",2008,"dem",124159
"CO","Broomfield County",2008,"dem",16168
"CO","Chaffee County",2008,"dem",4861
"CO","Cheyenne County",2008,"dem",198
"CO","Clear Creek County",2008,"dem",3332
"CO","Conejos County",2008,"dem",2154
"CO","Costilla County",2008,"dem",1245
"CO","Crowley County",2008,"dem",552
"CO","Custer County",2008,"dem",912
"CO","Delta County",2008,"dem",5084
"CO","Denver County",2008,"dem",204882
"CO","Dolores County",2008,"dem",369
"CO","Douglas County",2008,"dem",61960
"CO","Eagle County",2008,"dem",13187
"CO","El Paso County",2008,"dem",108899
"CO","Elbert County",2008,"dem",3819
"CO","Fremont County",2008,"dem",6844
"CO","Garfield County",2008,"dem",11357
"CO","Gilpin County",2008,"dem",1954
"CO","Grand County",2008,"dem",4037
"CO","Gunnison County",2008,"dem",5556
"CO","Hinsdale County",2008,"dem",240
"CO","Huerfano County",2008,"dem",1989
"CO","Jackson County",2008,"dem",277
"CO","Jefferson County",2008,"dem",158153
"CO","Kiowa County",2008,"dem",178
"CO","Kit Carson County",2008,"dem",912
"CO","La Plata County",2008,"dem",16057
"CO","Lake County",2008,"dem",1859
"CO","Larimer County",2008,"dem",89822
"CO","Las Animas County",2008,"dem",3562
"CO","Lincoln County",2008,"dem",546
"CO","Logan County",2008,"dem",2846
"CO","Mesa County",2008,"dem",24008
"CO","Mineral County",2008,"dem",270
"CO","Moffat County",2008,"dem",1582
"CO","Montezuma County",2008,"dem",4661
"CO","Montrose County",2008,"dem",6495
"CO","Morgan County",2008,"dem",3813
"CO","Otero County",2008,"dem",3546
"CO","Ouray County",2008,"dem",1636
"CO","Park County",2008,"dem",4250
"CO","Phillips County",2008,"dem",622
"CO","Pitkin County",2008,"dem",7349
"CO","Prowers County",2008,"dem",1487
"CO","Pueblo County",2008,"dem",41097
"CO","Rio Blanco County",2008,"dem",655
"CO","Rio Grande County",2008,"dem",2448
"CO","Routt County",2008,"dem",8270
"CO","Saguache County",2008,"dem",1730
"CO","San Juan County",2008,"dem",264
"CO","San Miguel County",2008,"dem",3349
"CO","Sedgwick County",2008,"dem",468
"CO","Summit County",2008,"dem",9802
"CO","Teller County",2008,"dem",4513
"CO","Washington County",2008,"dem",529
"CO","Weld County",2008,"dem",47292
"CO","Yuma County",2008,"dem",1117
"CT","Fairfield County",2008,"dem",242936
"CT","Hartford County",2008,"dem",268721
"CT","Litchfield County",2008,"dem",51041
"CT","Middlesex County",2008,"dem",52983
"CT","New Haven County",2008,"dem",233589
"CT","New London County",2008,"dem",74776
"CT","Tolland County",2008,"dem",45053
"CT","Windham County",2008,"dem",28673
"DC","District of Columbia",2008,"dem",245800
"DE","Kent County",2008,"dem",36392
"DE","New Castle County",2008,"dem",178768
"DE","Sussex County",2008,"dem",40299
"FL","Alachua County",2008,"dem",75565
"FL","Baker County",2008,"dem",2327
"FL","Bay County",2008,"dem",23653
"FL","Bradford County",2008,"dem",3430
"FL","Brevard County",2008,"dem",127620
"FL","Broward County",2008,"dem",492640
"FL","Calhoun County",2008,"dem",1821
"FL","Charlotte County",2008,"dem",39031
"FL","Citrus County",2008,"dem",31460
"FL","Clay County",2008,"dem",26697
"FL","Collier County",2008,"dem",54450
"FL","Columbia County",2008,"dem",9171
"FL","DeSoto County",2008,"dem",4383
"FL","Dixie County",2008,"dem",1925
"FL","Duval County",2008,"dem",202618
"FL","Escambia County",2008,"dem",61572
"FL","Flagler County",2008,"dem",24726
"FL","Franklin County",2008,"dem",2134
"FL","Gadsden County",2008,"dem",15582
"FL","Gilchrist County",2008,"dem",1996
"FL","Glades County",2008,"dem",1381
"FL","Gulf County",2008,"dem",2149
"FL","Hamilton County",2008,"dem",2364
"FL","Hardee County",2008,"dem",2568
"FL","Hendry County",2008,"dem",4998
"FL","Hernando County",2008,"dem",41886
"FL","Highlands County",2008,"dem",18135
"FL","Hillsborough County",2008,"dem",272963
"FL","Holmes County",2008,"dem",1446
"FL","Indian River County",2008,"dem",29710
"FL","Jackson County",2008,"dem",7671
"FL","Jefferson County",2008,"dem",4088
"FL","Lafayette County",2008,"dem",642
"FL","Lake County",2008,"dem",62948
"FL","Lee County",2008,"dem",119701
"FL","Leon County",2008,"dem",91747
"FL","Levy County",2008,"dem",6711
"FL","Liberty County",2008,"dem",895
"FL","Madison County",2008,"dem",4270
"FL","Manatee County",2008,"dem",70034
"FL","Marion County",2008,"dem",70839
"FL","Martin County",2008,"dem",33508
"FL","Miami-Dade County",2008,"dem",499831
"FL","Monroe County",2008,"dem",20907
"FL","Nassau County",2008,"dem",10618
"FL","Okaloosa County",2008,"dem",25872
"FL","Okeechobee County",2008,"dem",5108
"FL","Orange County",2008,"dem",273009
"FL","Osceola County",2008,"dem",59962
"FL","Palm Beach County",2008,"dem",361271
"FL","Pasco County",2008,"dem",102417
"FL","Pinellas County",2008,"dem",248299
"FL","Polk County",2008,"dem",113865
"FL","Putnam County",2008,"dem",13236
"FL","Saint Johns County",2008,"dem",35791
"FL","Saint Lucie County",2008,"dem",67125
"FL","Santa Rosa County",2008,"dem",19470
"FL","Sarasota County",2008,"dem",102686
"FL","Seminole County",2008,"dem",99335
"FL","Sumter County",2008,"dem",17655
"FL","Suwannee County",2008,"dem",4916
"FL","Taylor County",2008,"dem",2803
"FL","Union County",2008,"dem",1300
"FL","Volusia County",2008,"dem",127795
"FL","Wakulla County",2008,"dem",5311
"FL","Walton County",2008,"dem",7174
"FL","Washington County",2008,"dem",2863
"GA","Appling County",2008,"dem",1846
"GA","Atkinson County",2008,"dem",938
"GA","Bacon County",2008,"dem",817
"GA","Baker County",2008,"dem",846
"GA","Baldwin County",2008,"dem",8587
"GA","Banks County",2008,"dem",1027
"GA","Barrow County",2008,"dem",6657
"GA","Bartow County",2008,"dem",9662
"GA","Ben Hill County",2008,"dem",2590
"GA","Berrien County",2008,"dem",1471
"GA","Bibb County",2008,"dem",38987
"GA","Bleckley County",2008,"dem",1380
"GA","Brantley County",2008,"dem",1119
"GA","Brooks County",2008,"dem",2669
"GA","Bryan County",2008,"dem",3636
"GA","Bulloch County",2008,"dem",9586
"GA","Burke County",2008,"dem",5233
"GA","Butts County",2008,"dem",3065
"GA","Calhoun County",2008,"dem",1342
"GA","Camden County",2008,"dem",6482
"GA","Candler County",2008,"dem",1209
"GA","Carroll County",2008,"dem",14334
"GA","Catoosa County",2008,"dem",6025
"GA","Charlton County",2008,"dem",1197
"GA","Chatham County",2008,"dem",62755
"GA","Chattahoochee County",2008,"dem",830
"GA","Chattooga County",2008,"dem",2596
"GA","Cherokee County",2008,"dem",22350
"GA","Clarke County",2008,"dem",29591
"GA","Clay County",2008,"dem",879
"GA","Clayton County",2008,"dem",82527
"GA","Clinch County",2008,"dem",989
"GA","Cobb County",2008,"dem",141216
"GA","Coffee County",2008,"dem",4811
"GA","Colquitt County",2008,"dem",4139
"GA","Columbia County",2008,"dem",15703
"GA","Cook County",2008,"dem",2075
"GA","Coweta County",2008,"dem",15521
"GA","Crawford County",2008,"dem",1832
"GA","Crisp County",2008,"dem",3085
"GA","Dade County",2008,"dem",1612
"GA","Dawson County",2008,"dem",1632
"GA","Decatur County",2008,"dem",4424
"GA","DeKalb County",2008,"dem",254594
"GA","Dodge County",2008,"dem",2595
"GA","Dooly County",2008,"dem",2138
"GA","Dougherty County",2008,"dem",26135
"GA","Douglas County",2008,"dem",27825
"GA","Early County",2008,"dem",2603
"GA","Echols County",2008,"dem",201
"GA","Effingham County",2008,"dem",4936
"GA","Elbert County",2008,"dem",3366
"GA","Emanuel County",2008,"dem",3068
"GA","Evans County",2008,"dem",1374
"GA","Fannin County",2008,"dem",2611
"GA","Fayette County",2008,"dem",20313
"GA","Floyd County",2008,"dem",10691
"GA","Forsyth County",2008,"dem",15406
"GA","Franklin County",2008,"dem",1914
"GA","Fulton County",2008,"dem",272000
"GA","Gilmer County",2008,"dem",2614
"GA","Glascock County",2008,"dem",210
"GA","Glynn County",2008,"dem",12676
"GA","Gordon County",2008,"dem",4268
"GA","Grady County",2008,"dem",3539
"GA","Greene County",2008,"dem",3339
"GA","Gwinnett County",2008,"dem",129025
"GA","Habersham County",2008,"dem",2900
"GA","Hall County",2008,"dem",14457
"GA","Hancock County",2008,"dem",3535
"GA","Haralson County",2008,"dem",2248
"GA","Harris County",2008,"dem",4184
"GA","Hart County",2008,"dem",3365
"GA","Heard County",2008,"dem",1042
"GA","Henry County",2008,"dem",40567
"GA","Houston County",2008,"dem",22094
"GA","Irwin County",2008,"dem",1197
"GA","Jackson County",2008,"dem",4950
"GA","Jasper County",2008,"dem",1935
"GA","Jeff Davis County",2008,"dem",1356
"GA","Jefferson County",2008,"dem",4149
"GA","Jenkins County",2008,"dem",1482
"GA","Johnson County",2008,"dem",1198
"GA","Jones County",2008,"dem",4572
"GA","Lamar County",2008,"dem",2752
"GA","Lanier County",2008,"dem",1062
"GA","Laurens County",2008,"dem",7769
"GA","Lee County",2008,"dem",3100
"GA","Liberty County",2008,"dem",10474
"GA","Lincoln County",2008,"dem",1650
"GA","Long County",2008,"dem",1288
"GA","Lowndes County",2008,"dem",17597
"GA","Lumpkin County",2008,"dem",2586
"GA","Macon County",2008,"dem",3251
"GA","Madison County",2008,"dem",2965
"GA","Marion County",2008,"dem",1381
"GA","McDuffie County",2008,"dem",3989
"GA","McIntosh County",2008,"dem",2905
"GA","Meriwether County",2008,"dem",4465
"GA","Miller County",2008,"dem",818
"GA","Mitchell County",2008,"dem",3872
"GA","Monroe County",2008,"dem",4106
"GA","Montgomery County",2008,"dem",1045
"GA","Morgan County",2008,"dem",3091
"GA","Murray County",2008,"dem",3026
"GA","Muscogee County",2008,"dem",44158
"GA","Newton County",2008,"dem",20827
"GA","Oconee County",2008,"dem",4825
"GA","Oglethorpe County",2008,"dem",2232
"GA","Paulding County",2008,"dem",17229
"GA","Peach County",2008,"dem",5927
"GA","Pickens County",2008,"dem",2595
"GA","Pierce County",2008,"dem",1253
"GA","Pike County",2008,"dem",1575
"GA","Polk County",2008,"dem",4052
"GA","Pulaski County",2008,"dem",1377
"GA","Putnam County",2008,"dem",3102
"GA","Quitman County",2008,"dem",597
"GA","Rabun County",2008,"dem",2001
"GA","Randolph County",2008,"dem",1833
"GA","Richmond County",2008,"dem",52100
"GA","Rockdale County",2008,"dem",20526
"GA","Schley County",2008,"dem",479
"GA","Screven County",2008,"dem",3024
"GA","Seminole County",2008,"dem",1660
"GA","Spalding County",2008,"dem",10141
"GA","Stephens County",2008,"dem",2705
"GA","Stewart County",2008,"dem",1305
"GA","Sumter County",2008,"dem",6454
"GA","Talbot County",2008,"dem",2369
"GA","Taliaferro County",2008,"dem",643
"GA","Tattnall County",2008,"dem",1932
"GA","Taylor County",2008,"dem",1536
"GA","Telfair County",2008,"dem",1862
"GA","Terrell County",2008,"dem",2501
"GA","Thomas County",2008,"dem",7720
"GA","Tift County",2008,"dem",4749
"GA","Toombs County",2008,"dem",2964
"GA","Towns County",2008,"dem",1391
"GA","Treutlen County",2008,"dem",1112
"GA","Troup County",2008,"dem",10455
"GA","Turner County",2008,"dem",1427
"GA","Twiggs County",2008,"dem",2402
"GA","Union County",2008,"dem",2486
"GA","Upson County",2008,"dem",4061
"GA","Walker County",2008,"dem",6095
"GA","Walton County",2008,"dem",8469
"GA","Ware County",2008,"dem",4034
"GA","Warren County",2008,"dem",1554
"GA","Washington County",2008,"dem",4607
"GA","Wayne County",2008,"dem",2858
"GA","Webster County",2008,"dem",515
"GA","Wheeler County",2008,"dem",794
"GA","White County",2008,"dem",2174
"GA","Whitfield County",2008,"dem",8167
"GA","Wilcox County",2008,"dem",978
"GA","Wilkes County",2008,"dem",2315
"GA","Wilkinson County",2008,"dem",2298
"GA","Worth County",2008,"dem",2542
"HI","Hawaii County",2008,"dem",50819
"HI","Honolulu County",2008,"dem",214239
"HI","Kauai County",2008,"dem",20416
"HI","Maui County",2008,"dem",39727
"IA","Adair County",2008,"dem",1924
"IA","Adams County",2008,"dem",1118
"IA","Allamakee County",2008,"dem",3971
"IA","Appanoose County",2008,"dem",2970
"IA","Audubon County",2008,"dem",1739
"IA","Benton County",2008,"dem",7058
"IA","Black Hawk County",2008,"dem",39184
"IA","Boone County",2008,"dem",7356
"IA","Bremer County",2008,"dem",6940
"IA","Buchanan County",2008,"dem",6050
"IA","Buena Vista County",2008,"dem",4075
"IA","Butler County",2008,"dem",3364
"IA","Calhoun County",2008,"dem",2341
"IA","Carroll County",2008,"dem",5302
"IA","Cass County",2008,"dem",3211
"IA","Cedar County",2008,"dem",5221
"IA","Cerro Gordo County",2008,"dem",14405
"IA","Cherokee County",2008,"dem",2890
"IA","Chickasaw County",2008,"dem",3923
"IA","Clarke County",2008,"dem",2218
"IA","Clay County",2008,"dem",3925
"IA","Clayton County",2008,"dem",5195
"IA","Clinton County",2008,"dem",15018
"IA","Crawford County",2008,"dem",3715
"IA","Dallas County",2008,"dem",15149
"IA","Davis County",2008,"dem",1680
"IA","Decatur County",2008,"dem",1986
"IA","Delaware County",2008,"dem",4649
"IA","Des Moines County",2008,"dem",12462
"IA","Dickinson County",2008,"dem",4625
"IA","Dubuque County",2008,"dem",28611
"IA","Emmet County",2008,"dem",2570
"IA","Fayette County",2008,"dem",5908
"IA","Floyd County",2008,"dem",4822
"IA","Franklin County",2008,"dem",2575
"IA","Fremont County",2008,"dem",1848
"IA","Greene County",2008,"dem",2371
"IA","Grundy County",2008,"dem",2790
"IA","Guthrie County",2008,"dem",2625
"IA","Hamilton County",2008,"dem",4018
"IA","Hancock County",2008,"dem",2805
"IA","Hardin County",2008,"dem",4393
"IA","Harrison County",2008,"dem",3555
"IA","Henry County",2008,"dem",4349
"IA","Howard County",2008,"dem",2941
"IA","Humboldt County",2008,"dem",2160
"IA","Ida County",2008,"dem",1454
"IA","Iowa County",2008,"dem",4202
"IA","Jackson County",2008,"dem",6102
"IA","Jasper County",2008,"dem",10250
"IA","Jefferson County",2008,"dem",5070
"IA","Johnson County",2008,"dem",51027
"IA","Jones County",2008,"dem",5446
"IA","Keokuk County",2008,"dem",2518
"IA","Kossuth County",2008,"dem",4625
"IA","Lee County",2008,"dem",9821
"IA","Linn County",2008,"dem",68037
"IA","Louisa County",2008,"dem",2523
"IA","Lucas County",2008,"dem",2029
"IA","Lyon County",2008,"dem",1675
"IA","Madison County",2008,"dem",3733
"IA","Mahaska County",2008,"dem",4464
"IA","Marion County",2008,"dem",7421
"IA","Marshall County",2008,"dem",10023
"IA","Mills County",2008,"dem",2976
"IA","Mitchell County",2008,"dem",3179
"IA","Monona County",2008,"dem",2295
"IA","Monroe County",2008,"dem",1798
"IA","Montgomery County",2008,"dem",2326
"IA","Muscatine County",2008,"dem",10920
"IA","O'Brien County",2008,"dem",2338
"IA","Osceola County",2008,"dem",1037
"IA","Page County",2008,"dem",2900
"IA","Palo Alto County",2008,"dem",2428
"IA","Plymouth County",2008,"dem",4629
"IA","Pocahontas County",2008,"dem",1800
"IA","Polk County",2008,"dem",120984
"IA","Pottawattamie County",2008,"dem",20436
"IA","Poweshiek County",2008,"dem",5519
"IA","Ringgold County",2008,"dem",1236
"IA","Sac County",2008,"dem",2256
"IA","Scott County",2008,"dem",48927
"IA","Shelby County",2008,"dem",2863
"IA","Sioux County",2008,"dem",3030
"IA","Story County",2008,"dem",26548
"IA","Tama County",2008,"dem",4899
"IA","Taylor County",2008,"dem",1347
"IA","Union County",2008,"dem",3000
"IA","Van Buren County",2008,"dem",1546
"IA","Wapello County",2008,"dem",8820
"IA","Warren County",2008,"dem",12299
"IA","Washington County",2008,"dem",5170
"IA","Wayne County",2008,"dem",1357
"IA","Webster County",2008,"dem",9917
"IA","Winnebago County",2008,"dem",3254
"IA","Winneshiek County",2008,"dem",6829
"IA","Woodbury County",2008,"dem",21983
"IA","Worth County",2008,"dem",2567
"IA","Wright County",2008,"dem",3102
"ID","Ada County",2008,"dem",82236
"ID","Adams County",2008,"dem",728
"ID","Bannock County",2008,"dem",14792
"ID","Bear Lake County",2008,"dem",502
"ID","Benewah County",2008,"dem",1407
"ID","Bingham County",2008,"dem",4424
"ID","Blaine County",2008,"dem",6947
"ID","Boise County",2008,"dem",1240
"ID","Bonner County",2008,"dem",7840
"ID","Bonneville County",2008,"dem",11417
"ID","Boundary County",2008,"dem",1484
"ID","Butte County",2008,"dem",318
"ID","Camas County",2008,"dem",187
"ID","Canyon County",2008,"dem",20147
"ID","Caribou County",2008,"dem",553
"ID","Cassia County",2008,"dem",1332
"ID","Clark County",2008,"dem",64
"ID","Clearwater County",2008,"dem",1211
"ID","Custer County",2008,"dem",611
