"state","county","party","votes"
"TX","Atascosa County","other",60
"TX","Austin County","other",48
"TX","Bailey County","other",5
"TX","Bandera County","other",70
"TX","Bastrop County","other",357
"TX","Baylor County","other",4
"TX","Bee County","other",45
"TX","Bell County","other",424
"TX","Bexar County","other",3640
"TX","Blanco County","other",40
"TX","Borden County","other",1
"TX","Bosque County","other",34
"TX","Bowie County","other",89
"TX","Brazoria County","other",682
"TX","Brazos County","other",587
"TX","Brewster County","other",51
"TX","Briscoe County","other",0
"TX","Brooks County","other",6
"TX","Brown County","other",90
"TX","Burleson County","other",40
"TX","Burnet County","other",139
"TX","Caldwell County","other",99
"TX","Calhoun County","other",20
"TX","Callahan County","other",39
"TX","Cameron County","other",357
"TX","Camp County","other",23
"TX","Carson County","other",9
"TX","Cass County","other",36
"TX","Castro County","other",5
"TX","Chambers County","other",78
"TX","Cherokee County","other",71
"TX","Childress County","other",4
"TX","Clay County","other",18
"TX","Cochran County","other",5
"TX","Coke County","other",6
"TX","Coleman County","other",13
"TX","Collin County","other",1784
"TX","Collingsworth County","other",1
"TX","Colorado County","other",41
"TX","Comal County","other",316
"TX","Comanche County","other",24
"TX","Concho County","other",12
"TX","Cooke County","other",57
"TX","Coryell County","other",82
"TX","Cottle County","other",5
"TX","Crane County","other",6
"TX","Crockett County","other",7
"TX","Crosby County","other",6
"TX","Culberson County","other",6
"TX","Dallam County","other",4
"TX","Dallas County","other",4822
"TX","Dawson County","other",12
"TX","Deaf Smith County","other",19
"TX","Delta County","other",8
"TX","Denton County","other",1173
"TX","DeWitt County","other",22
"TX","Dickens County","other",3
"TX","Dimmit County","other",13
"TX","Donley County","other",6
"TX","Duval County","other",15
"TX","Eastland County","other",26
"TX","Ector County","other",229
"TX","Edwards County","other",1
"TX","El Paso County","other",1170
"TX","Ellis County","other",202
"TX","Erath County","other",65
"TX","Falls County","other",21
"TX","Fannin County","other",66
"TX","Fayette County","other",67
"TX","Fisher County","other",4
"TX","Floyd County","other",7
"TX","Foard County","other",5
"TX","Fort Bend County","other",822
"TX","Franklin County","other",21
"TX","Freestone County","other",34
"TX","Frio County","other",8
"TX","Gaines County","other",16
"TX","Galveston County","other",772
"TX","Garza County","other",6
"TX","Gillespie County","other",152
"TX","Glasscock County","other",1
"TX","Goliad County","other",15
"TX","Gonzales County","other",22
"TX","Gray County","other",23
"TX","Grayson County","other",194
"TX","Gregg County","other",153
"TX","Grimes County","other",54
"TX","Guadalupe County","other",254
"TX","Hale County","other",28
"TX","Hall County","other",4
"TX","Hamilton County","other",29
"TX","Hansford County","other",4
"TX","Hardeman County","other",8
"TX","Hardin County","other",72
"TX","Harris County","other",7380
"TX","Harrison County","other",108
"TX","Hartley County","other",8
"TX","Haskell County","other",10
"TX","Hays County","other",692
"TX","Hemphill County","other",6
"TX","Henderson County","other",134
"TX","Hidalgo County","other",383
"TX","Hill County","other",77
"TX","Hockley County","other",32
"TX","Hood County","other",148
"TX","Hopkins County","other",37
"TX","Houston County","other",37
"TX","Howard County","other",58
"TX","Hudspeth County","other",7
"TX","Hunt County","other",158
"TX","Hutchinson County","other",27
"TX","Irion County","other",3
"TX","Jack County","other",13
"TX","Jackson County","other",15
"TX","Jasper County","other",55
"TX","Jeff Davis County","other",25
"TX","Jefferson County","other",377
"TX","Jim Hogg County","other",9
"TX","Jim Wells County","other",50
"TX","Johnson County","other",279
"TX","Jones County","other",19
"TX","Karnes County","other",16
"TX","Kaufman County","other",115
"TX","Kendall County","other",106
"TX","Kenedy County","other",2
"TX","Kent County","other",2
"TX","Kerr County","other",151
"TX","Kimble County","other",10
"TX","King County","other",1
"TX","Kinney County","other",7
"TX","Kleberg County","other",57
"TX","Knox County","other",7
"TX","La Salle County","other",12
"TX","Lamar County","other",78
"TX","Lamb County","other",4
"TX","Lampasas County","other",10
"TX","Lavaca County","other",51
"TX","Lee County","other",29
"TX","Leon County","other",22
"TX","Liberty County","other",90
"TX","Limestone County","other",38
"TX","Lipscomb County","other",6
"TX","Live Oak County","other",18
"TX","Llano County","other",65
"TX","Loving County","other",3
"TX","Lubbock County","other",544
"TX","Lynn County","other",5
"TX","Madison County","other",29
"TX","Marion County","other",23
"TX","Martin County","other",5
"TX","Mason County","other",18
"TX","Matagorda County","other",47
"TX","Maverick County","other",61
"TX","McCulloch County","other",10
"TX","McLennan County","other",404
"TX","McMullen County","other",2
"TX","Medina County","other",115
"TX","Menard County","other",11
"TX","Midland County","other",244
"TX","Milam County","other",47
"TX","Mills County","other",21
"TX","Mitchell County","other",7
"TX","Montague County","other",41
"TX","Montgomery County","other",706
"TX","Moore County","other",18
"TX","Morris County","other",23
"TX","Motley County","other",7
"TX","Nacogdoches County","other",154
"TX","Navarro County","other",60
"TX","Newton County","other",28
"TX","Nolan County","other",26
"TX","Nueces County","other",762
"TX","Ochiltree County","other",4
"TX","Oldham County","other",2
"TX","Orange County","other",140
"TX","Palo Pinto County","other",61
"TX","Panola County","other",28
"TX","Parker County","other",196
"TX","Parmer County","other",9
"TX","Pecos County","other",19
"TX","Polk County","other",104
"TX","Potter County","other",166
"TX","Presidio County","other",16
"TX","Rains County","other",18
"TX","Randall County","other",218
"TX","Reagan County","other",3
"TX","Real County","other",6
"TX","Red River County","other",14
"TX","Reeves County","other",18
"TX","Refugio County","other",11
"TX","Roberts County","other",0
"TX","Robertson County","other",24
"TX","Rockwall County","other",141
"TX","Runnels County","other",18
