STATE,COUNTY,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE,OTHER
"Indiana","Martin",3008,1518,14,44,25,0,0,0,0,0,0,0,0,0,0,0,0,83
"Indiana","Miami",8401,4155,44,198,130,0,0,0,0,0,0,0,0,0,0,0,0,372
"Indiana","Monroe",19147,17523,2991,141,404,2,3,4,5,0,0,0,0,0,0,0,0,3550
"Indiana","Montgomery",8891,3899,132,100,79,0,0,0,0,0,0,0,0,0,0,0,0,311
"Indiana","Morgan",15286,6228,151,196,174,0,1,0,0,0,0,0,0,0,0,0,0,522
"Indiana","Newton",3250,2101,28,87,44,0,0,0,0,0,0,0,0,0,0,0,0,159
"Indiana","Noble",9103,4822,66,137,86,1,1,0,0,0,0,0,0,0,0,0,0,291
"Indiana","Ohio",1515,951,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,26
"Indiana","Orange",4687,2601,46,75,49,0,0,0,0,0,0,0,0,0,0,0,0,170
"Indiana","Owen",4019,2253,85,68,77,0,0,1,0,0,0,0,0,0,0,0,0,231
"Indiana","Parke",3841,2481,20,61,44,0,0,0,0,0,0,0,0,0,0,0,0,125
"Indiana","Perry",3461,3823,26,37,40,0,0,0,0,0,0,0,0,0,0,0,0,103
"Indiana","Pike",3566,2605,3,88,40,0,0,0,0,0,0,0,0,0,0,0,0,131
"Indiana","Porter",31157,26790,592,510,322,2,0,5,0,0,0,0,0,0,0,0,0,1431
"Indiana","Posey",6498,4430,52,85,45,0,0,0,0,0,0,0,0,0,0,0,0,182
"Indiana","Pulaski",3497,1919,17,47,38,0,0,0,0,0,0,0,0,0,0,0,0,102
"Indiana","Putnam",7352,4123,144,148,97,3,0,4,0,0,0,0,0,0,0,0,0,396
"Indiana","Randolph",6020,3906,20,126,60,0,0,0,0,0,0,0,0,0,0,0,0,206
"Indiana","Ripley",6988,3498,23,110,56,0,0,0,0,0,0,0,0,0,0,0,0,189
"Indiana","Rush",4749,2370,21,78,66,0,0,0,0,0,0,0,0,0,0,0,0,165
"Indiana","St0 Joseph",47581,47703,905,611,665,6,2,1,0,0,0,0,0,0,0,0,0,2190
"Indiana","Scott",3761,3915,40,87,43,0,0,0,0,0,0,0,0,0,0,0,0,170
"Indiana","Shelby",9590,5374,71,138,133,3,0,1,0,0,0,0,0,0,0,0,0,346
"Indiana","Spencer",5096,3752,42,66,30,1,0,0,0,0,0,0,0,0,0,0,0,139
"Indiana","Starke",4349,4136,27,109,80,0,0,0,0,0,0,0,0,0,0,0,0,216
"Indiana","Steuben",6953,4103,40,94,86,1,0,0,0,0,0,0,0,0,0,0,0,221
"Indiana","Sullivan",4319,3833,4,51,55,0,0,0,0,0,0,0,0,0,0,0,0,110
"Indiana","Switzerland",1831,1336,15,34,21,2,0,0,0,0,0,0,0,0,0,0,0,72
"Indiana","Tippecanoe",26106,18220,1054,404,491,7,2,9,2,0,0,0,0,0,0,0,0,1969
"Indiana","Tipton",4784,2392,6,81,53,0,0,0,0,0,0,0,0,0,0,0,0,140
"Indiana","Union",1838,927,11,30,21,0,0,1,0,0,0,0,0,0,0,0,0,63
"Indiana","Vanderburgh",35846,29222,381,433,336,1,0,1,1,0,0,0,0,0,0,0,0,1153
"Indiana","Vermillion",3130,3370,13,76,44,0,0,0,0,0,0,0,0,0,0,0,0,133
"Indiana","Vigo",18021,17570,158,232,240,3,0,4,0,0,0,0,0,0,0,0,0,637
"Indiana","Wabash",8321,4277,125,113,46,0,0,0,1,0,0,0,0,0,0,0,0,285
"Indiana","Warren",2218,1471,21,38,19,1,0,0,0,0,0,0,0,0,0,0,0,79
"Indiana","Warrick",13205,8749,105,146,101,0,0,3,0,0,0,0,0,0,0,0,0,355
"Indiana","Washington",5868,3675,52,126,78,1,0,1,0,0,0,0,0,0,0,0,0,258
"Indiana","Wayne",14273,10273,209,244,150,2,0,0,0,0,0,0,0,0,0,0,0,605
"Indiana","Wells",7755,3319,30,121,49,7,0,0,0,0,0,0,0,0,0,0,0,207
"Indiana","White",6037,3655,39,104,69,0,0,0,0,0,0,0,0,0,0,0,0,212
"Indiana","Whitley",8080,4107,30,128,87,0,0,0,0,0,0,0,0,0,0,0,0,245
"Iowa","Adair",2275,1753,66,14,4,3,2,5,1,0,0,0,0,0,0,0,0,95
"Iowa","Adams",1170,897,51,16,4,0,2,3,1,1,0,0,0,0,0,0,0,78
"Iowa","Allamakee",3277,2883,199,68,13,4,7,8,1,2,0,0,0,0,0,0,0,302
"Iowa","Appanoose",2992,2560,105,18,15,7,2,3,0,2,0,0,0,0,0,0,0,152
"Iowa","Audubon",1909,1780,56,23,6,2,5,3,0,0,0,0,0,0,0,0,0,95
"Iowa","Benton",5468,5915,231,95,25,3,12,13,2,2,0,0,0,0,0,0,0,383
"Iowa","Black Hawk",23468,30112,1132,163,107,19,61,21,0,2,0,0,0,0,0,0,0,1505
"Iowa","Boone",5625,6270,252,46,15,14,17,9,0,1,0,0,0,0,0,0,0,354
"Iowa","Bremer",5675,5169,260,28,17,3,14,7,2,0,0,0,0,0,0,0,0,331
"Iowa","Buchanan",4092,5045,171,52,19,7,8,11,2,3,0,0,0,0,0,0,0,273
"Iowa","Buena Vista",4354,3297,227,59,15,8,4,7,1,5,0,0,0,0,0,0,0,326
"Iowa","Butler",3837,2735,113,12,11,1,4,9,0,2,0,0,0,0,0,0,0,152
"Iowa","Calhoun",2776,2132,93,18,12,6,2,2,0,0,0,0,0,0,0,0,0,133
"Iowa","Carroll",4879,4463,146,46,11,5,8,9,1,0,0,0,0,0,0,0,0,226
"Iowa","Cass",4206,2481,147,22,9,1,8,5,0,1,0,0,0,0,0,0,0,193
"Iowa","Cedar",4031,4033,212,32,16,0,9,11,0,0,0,0,0,0,0,0,0,280
"Iowa","Cerro Gordo",9397,12185,408,77,42,4,20,23,2,4,0,0,0,0,0,0,0,580
"Iowa","Cherokee",3463,2845,160,83,10,7,9,12,2,1,0,0,0,0,0,0,0,284
"Iowa","Chickasaw",2936,3435,145,40,8,3,3,13,0,1,0,0,0,0,0,0,0,213
"Iowa","Clarke",1984,2081,75,22,6,2,3,2,1,0,0,0,0,0,0,0,0,111
"Iowa","Clay",3992,3294,166,51,20,4,9,33,2,7,0,0,0,0,0,0,0,292
"Iowa","Clayton",4034,4238,206,58,18,2,3,11,0,1,0,0,0,0,0,0,0,299
"Iowa","Clinton",9229,12276,471,113,65,4,4,17,1,0,0,0,0,0,0,0,0,675
"Iowa","Crawford",3482,2838,146,53,26,4,0,6,0,0,0,0,0,0,0,0,0,235
"Iowa","Dallas",10306,8561,320,63,29,8,26,13,0,4,0,0,0,0,0,0,0,463
"Iowa","Davis",1956,1691,67,19,8,8,3,6,0,0,0,0,0,0,0,0,0,111
"Iowa","Decatur",1903,1674,94,13,13,4,0,8,0,0,0,0,0,0,0,0,0,132
"Iowa","Delaware",4273,3808,161,44,50,1,2,8,0,2,0,0,0,0,0,0,0,268
"Iowa","Des Moines",7385,11351,409,121,50,8,17,20,1,3,0,0,0,0,0,0,0,629
"Iowa","Dickinson",4225,3660,169,35,14,1,12,3,0,2,0,0,0,0,0,0,0,236
"Iowa","Dubuque",16462,22341,987,298,154,14,23,35,3,6,0,0,0,0,0,0,0,1520
"Iowa","Emmet",2331,2165,98,19,7,1,4,4,0,1,0,0,0,0,0,0,0,134
"Iowa","Fayette",4747,4640,174,28,17,3,3,7,1,1,0,0,0,0,0,0,0,234
"Iowa","Floyd",3191,3830,154,33,15,2,6,7,0,0,0,0,0,0,0,0,0,217
"Iowa","Franklin",2657,2122,110,16,17,3,4,8,0,1,0,0,0,0,0,0,0,159
"Iowa","Fremont",2069,1459,63,9,6,3,3,3,0,1,0,0,0,0,0,0,0,88
"Iowa","Greene",2282,2301,106,16,7,2,0,4,0,1,0,0,0,0,0,0,0,136
"Iowa","Grundy",3851,2139,70,16,14,7,10,3,0,1,0,0,0,0,0,0,0,121
"Iowa","Guthrie",2840,2493,86,21,17,3,3,5,1,0,0,0,0,0,0,0,0,136
"Iowa","Hamilton",3968,3407,141,28,16,6,5,1,1,1,0,0,0,0,0,0,0,199
"Iowa","Hancock",2988,2281,123,23,6,5,2,10,0,0,0,0,0,0,0,0,0,169
"Iowa","Hardin",4486,3734,141,32,19,4,6,12,0,1,0,0,0,0,0,0,0,215
"Iowa","Harrison",3802,2551,126,33,11,6,6,7,1,0,0,0,0,0,0,0,0,190
"Iowa","Henry",4476,3907,183,46,21,1,16,19,1,1,0,0,0,0,0,0,0,288
"Iowa","Howard",1922,2426,100,31,3,1,5,3,0,0,0,0,0,0,0,0,0,143
"Iowa","Humboldt",2846,1949,100,23,13,0,6,3,0,0,0,0,0,0,0,0,0,145
"Iowa","Ida",1968,1411,58,36,16,0,0,1,0,1,0,0,0,0,0,0,0,112
"Iowa","Iowa",3894,3230,188,58,17,6,5,13,1,1,0,0,0,0,0,0,0,289
"Iowa","Jackson",3769,4945,227,51,15,4,14,6,0,1,0,0,0,0,0,0,0,318
"Iowa","Jasper",8729,8699,267,71,40,7,6,14,1,1,0,0,0,0,0,0,0,407
"Iowa","Jefferson",3248,2863,206,45,57,5,14,1109,0,1,0,0,0,0,0,0,0,1437
"Iowa","Johnson",17899,31174,3248,103,205,14,61,50,10,5,0,0,0,0,0,0,0,3696
"Iowa","Jones",4201,4690,195,28,10,3,8,8,0,0,0,0,0,0,0,0,0,252
"Iowa","Keokuk",2571,2181,99,24,58,1,2,4,3,4,0,0,0,0,0,0,0,195
"Iowa","Kossuth",4612,3960,206,42,23,1,16,16,0,2,0,0,0,0,0,0,0,306
"Iowa","Lee",6339,9632,325,81,149,3,17,19,5,2,0,0,0,0,0,0,0,601
"Iowa","Linn",40417,48897,2106,254,179,18,101,69,10,13,0,0,0,0,0,0,0,2750
"Iowa","Louisa",2207,2294,85,32,5,2,4,7,0,1,0,0,0,0,0,0,0,136
"Iowa","Lucas",2262,1934,65,19,8,4,3,6,1,1,0,0,0,0,0,0,0,107
"Iowa","Lyon",3918,1313,68,26,7,7,0,2,1,0,0,0,0,0,0,0,0,111
"Iowa","Madison",3662,3093,128,40,12,7,13,13,1,0,0,0,0,0,0,0,0,214
"Iowa","Mahaska",5971,3370,143,24,20,5,3,4,1,2,0,0,0,0,0,0,0,202
"Iowa","Marion",8358,5741,208,41,13,3,8,31,1,4,0,0,0,0,0,0,0,309
"Iowa","Marshall",8785,8322,340,75,33,7,27,30,2,3,0,0,0,0,0,0,0,517
"Iowa","Mills",3684,2039,126,25,19,4,8,9,1,0,0,0,0,0,0,0,0,192
"Iowa","Mitchell",2388,2650,87,25,3,2,2,5,0,0,0,0,0,0,0,0,0,124
"Iowa","Monona",2304,2086,93,52,10,4,5,6,0,0,0,0,0,0,0,0,0,170
"Iowa","Monroe",1858,1699,54,22,6,2,3,3,0,0,0,0,0,0,0,0,0,90
"Iowa","Montgomery",3417,1838,85,20,15,0,8,11,0,0,0,0,0,0,0,0,0,139
"Iowa","Muscatine",7483,8058,371,82,40,7,19,10,1,5,0,0,0,0,0,0,0,535
"Iowa","O'Brien",4674,2170,108,53,14,2,9,7,2,5,0,0,0,0,0,0,0,200
"Iowa","Osceola",2064,913,56,14,5,10,0,1,0,0,0,0,0,0,0,0,0,86
"Iowa","Page",4588,2293,125,21,11,1,8,11,1,0,0,0,0,0,0,0,0,178
"Iowa","Palo Alto",2341,2326,81,36,29,1,0,6,0,3,0,0,0,0,0,0,0,156
"Iowa","Plymouth",6189,3499,198,145,29,6,5,31,9,7,0,0,0,0,0,0,0,430
"Iowa","Pocahontas",2242,1736,78,48,23,2,7,5,0,0,0,0,0,0,0,0,0,163
"Iowa","Polk",79927,89715,3366,416,403,94,154,65,5,22,0,0,0,0,0,0,0,4525
"Iowa","Pottawattamie",18783,14726,690,122,70,17,32,22,1,4,0,0,0,0,0,0,0,958
"Iowa","Poweshiek",4396,4222,287,34,20,4,8,5,4,0,0,0,0,0,0,0,0,362
"Iowa","Ringgold",1369,1246,47,10,5,1,7,5,2,0,0,0,0,0,0,0,0,77
"Iowa","Sac",2776,2099,97,46,7,1,0,5,0,2,0,0,0,0,0,0,0,158
"Iowa","Scott",32801,35857,1386,247,153,26,40,50,1,7,0,0,0,0,0,0,0,1910
"Iowa","Shelby",3655,2179,113,36,7,3,6,7,1,2,0,0,0,0,0,0,0,175
"Iowa","Sioux",12241,2148,156,83,35,21,2,4,1,1,0,0,0,0,0,0,0,303
"Iowa","Story",16228,17478,1317,91,139,14,52,37,3,5,0,0,0,0,0,0,0,1658
"Iowa","Tama",4034,4045,160,32,23,1,12,8,0,0,0,0,0,0,0,0,0,236
"Iowa","Taylor",1770,1247,46,13,5,2,2,10,1,0,0,0,0,0,0,0,0,79
"Iowa","Union",3003,2540,108,45,8,8,4,17,2,5,0,0,0,0,0,0,0,197
"Iowa","Van Buren",2016,1440,51,35,5,4,3,6,0,1,0,0,0,0,0,0,0,105
"Iowa","Wapello",6313,8355,317,62,47,9,13,20,2,1,0,0,0,0,0,0,0,471
"Iowa","Warren",9621,9521,371,54,38,22,13,10,0,3,0,0,0,0,0,0,0,511
"Iowa","Washington",4827,3932,245,41,26,7,4,11,0,1,0,0,0,0,0,0,0,335
"Iowa","Wayne",1666,1300,31,13,5,3,1,1,0,1,0,0,0,0,0,0,0,55
"Iowa","Webster",8172,8479,282,68,18,8,9,10,0,2,0,0,0,0,0,0,0,397
"Iowa","Winnebago",2662,2691,115,27,17,1,6,5,1,2,0,0,0,0,0,0,0,174
"Iowa","Winneshiek",4647,4339,343,42,12,3,11,18,1,1,0,0,0,0,0,0,0,431
"Iowa","Woodbury",18864,17691,804,406,76,19,23,7,2,4,0,0,0,0,0,0,0,1341
"Iowa","Worth",1659,2208,91,18,9,0,9,10,0,0,0,0,0,0,0,0,0,137
"Iowa","Wright",3384,2796,107,21,9,3,3,9,1,3,0,0,0,0,0,0,0,156
"Kansas","Allen",3379,2132,164,46,21,16,0,8,0,0,0,0,0,0,0,0,0,255
"Kansas","Anderson",1984,1327,94,47,12,7,0,7,0,0,0,0,0,0,0,0,0,167
"Kansas","Atchison",3378,3171,233,56,44,9,0,9,0,0,0,0,0,0,0,0,0,351
"Kansas","Barber",1755,637,73,22,3,4,0,4,0,0,0,0,0,0,0,0,0,106
"Kansas","Barton",7302,3238,251,100,43,11,0,10,0,0,0,0,0,0,0,0,0,415
"Kansas","Bourbon",3852,2211,159,46,27,10,0,3,0,0,0,0,0,0,0,0,0,245
"Kansas","Brown",2985,1512,120,47,14,9,0,4,0,0,0,0,0,0,0,0,0,194
"Kansas","Butler",13377,6755,497,175,102,40,0,56,0,0,0,0,0,0,0,0,0,870
"Kansas","Chase",848,391,56,14,7,1,0,0,0,0,0,0,0,0,0,0,0,78
"Kansas","Chautauqua",1347,443,36,40,9,3,0,2,0,0,0,0,0,0,0,0,0,90
"Kansas","Cherokee",5014,3783,225,42,37,13,0,16,0,0,0,0,0,0,0,0,0,333
"Kansas","Cheyenne",1312,350,47,12,4,2,0,0,0,0,0,0,0,0,0,0,0,65
"Kansas","Clark",926,292,34,7,1,1,0,0,0,0,0,0,0,0,0,0,0,43
"Kansas","Clay",2998,951,93,29,14,2,0,1,0,0,0,0,0,0,0,0,0,139
"Kansas","Cloud",2918,1314,210,36,20,3,0,2,0,0,0,0,0,0,0,0,0,271
"Kansas","Coffey",2700,1196,96,21,15,8,0,4,0,0,0,0,0,0,0,0,0,144
"Kansas","Comanche",760,211,18,12,1,4,0,0,0,0,0,0,0,0,0,0,0,35
"Kansas","Cowley",8080,5535,416,92,46,17,0,24,0,0,0,0,0,0,0,0,0,595
"Kansas","Crawford",7160,7076,630,87,45,19,0,17,0,0,0,0,0,0,0,0,0,798
"Kansas","Decatur",1255,424,51,24,1,2,0,2,0,0,0,0,0,0,0,0,0,80
"Kansas","Dickinson",5243,2413,322,74,25,8,0,7,0,0,0,0,0,0,0,0,0,436
"Kansas","Doniphan",2350,1134,90,46,17,9,0,3,0,0,0,0,0,0,0,0,0,165
"Kansas","Douglas",17062,18249,4031,147,277,22,0,50,0,0,0,0,0,0,0,0,0,4527
"Kansas","Edwards",1062,447,33,13,4,1,0,3,0,0,0,0,0,0,0,0,0,54
"Kansas","Elk",1080,402,34,20,6,7,0,1,0,0,0,0,0,0,0,0,0,68
"Kansas","Ellis",6516,3926,543,112,30,13,0,20,0,0,0,0,0,0,0,0,0,718
"Kansas","Ellsworth",1845,825,130,28,9,1,0,1,0,0,0,0,0,0,0,0,0,169
"Kansas","Finney",6442,2431,182,45,26,11,0,13,0,0,0,0,0,0,0,0,0,277
"Kansas","Ford",6050,2566,200,49,19,10,0,23,0,0,0,0,0,0,0,0,0,301
"Kansas","Franklin",5925,3321,306,60,29,9,0,8,0,0,0,0,0,0,0,0,0,412
"Kansas","Geary",3977,2660,158,42,15,3,0,11,0,0,0,0,0,0,0,0,0,229
"Kansas","Gove",1122,296,44,23,6,1,0,3,0,0,0,0,0,0,0,0,0,77
"Kansas","Graham",1058,346,47,14,5,0,0,4,0,0,0,0,0,0,0,0,0,70
"Kansas","Grant",2126,683,39,5,1,1,0,1,0,0,0,0,0,0,0,0,0,47
"Kansas","Gray",1631,482,27,10,9,0,0,1,0,0,0,0,0,0,0,0,0,47
"Kansas","Greeley",628,143,24,5,3,0,0,0,0,0,0,0,0,0,0,0,0,32
"Kansas","Greenwood",2392,1027,81,39,10,6,0,6,0,0,0,0,0,0,0,0,0,142
"Kansas","Hamilton",901,264,15,6,4,1,0,1,0,0,0,0,0,0,0,0,0,27
"Kansas","Harper",2076,869,75,20,5,6,0,4,0,0,0,0,0,0,0,0,0,110
"Kansas","Harvey",8271,4591,651,76,54,21,0,20,0,0,0,0,0,0,0,0,0,822
"Kansas","Haskell",1323,263,16,11,3,0,0,0,0,0,0,0,0,0,0,0,0,30
"Kansas","Hodgeman",835,217,21,10,3,1,0,1,0,0,0,0,0,0,0,0,0,36
"Kansas","Jackson",3001,1990,123,98,24,9,0,5,0,0,0,0,0,0,0,0,0,259
"Kansas","Jefferson",4423,3000,321,68,44,13,0,8,0,0,0,0,0,0,0,0,0,454
"Kansas","Jewell",1400,380,57,23,12,2,0,3,0,0,0,0,0,0,0,0,0,97
"Kansas","Johnson",129965,79118,6493,608,1019,133,0,200,0,0,0,0,0,0,0,0,0,8453
"Kansas","Kearny",1084,320,16,9,5,1,0,0,0,0,0,0,0,0,0,0,0,31
"Kansas","Kingman",2672,991,86,36,10,12,0,1,0,0,0,0,0,0,0,0,0,145
"Kansas","Kiowa",1262,294,34,8,6,1,0,3,0,0,0,0,0,0,0,0,0,52
"Kansas","Labette",4475,3745,230,42,22,13,0,11,0,0,0,0,0,0,0,0,0,318
"Kansas","Lane",846,252,23,6,4,1,0,1,0,0,0,0,0,0,0,0,0,35
"Kansas","Leavenworth",12583,9733,679,124,103,19,0,30,0,0,0,0,0,0,0,0,0,955
"Kansas","Lincoln",1295,469,98,20,5,2,0,1,0,0,0,0,0,0,0,0,0,126
"Kansas","Linn",2513,1587,91,41,19,3,0,5,0,0,0,0,0,0,0,0,0,159
"Kansas","Logan",1088,231,49,20,5,2,0,2,0,0,0,0,0,0,0,0,0,78
"Kansas","Lyon",6652,5190,417,92,38,14,0,52,0,0,0,0,0,0,0,0,0,613
"Kansas","McPherson",8501,3272,534,59,54,14,0,27,0,0,0,0,0,0,0,0,0,688
"Kansas","Marion",4156,1475,189,42,22,9,0,10,0,0,0,0,0,0,0,0,0,272
"Kansas","Marshall",3066,1831,134,62,8,7,0,7,0,0,0,0,0,0,0,0,0,218
"Kansas","Meade",1604,400,33,11,3,1,0,1,0,0,0,0,0,0,0,0,0,49
"Kansas","Miami",6611,4554,294,67,50,11,0,20,0,0,0,0,0,0,0,0,0,442
"Kansas","Mitchell",2350,751,115,34,6,4,0,6,0,0,0,0,0,0,0,0,0,165
"Kansas","Montgomery",8496,4770,269,113,58,21,0,18,0,0,0,0,0,0,0,0,0,479
"Kansas","Morris",1599,882,104,44,5,0,0,7,0,0,0,0,0,0,0,0,0,160
"Kansas","Morton",1203,321,19,6,4,1,0,3,0,0,0,0,0,0,0,0,0,33
"Kansas","Nemaha",3578,1494,102,91,15,3,0,7,0,0,0,0,0,0,0,0,0,218
"Kansas","Neosho",4014,2588,194,67,9,6,0,8,0,0,0,0,0,0,0,0,0,284
"Kansas","Ness",1420,383,49,14,5,5,0,0,0,0,0,0,0,0,0,0,0,73
"Kansas","Norton",1744,598,65,23,6,2,0,13,0,0,0,0,0,0,0,0,0,109
"Kansas","Osage",3770,2530,171,86,31,12,0,13,0,0,0,0,0,0,0,0,0,313
"Kansas","Osborne",1432,484,74,28,6,2,0,4,0,0,0,0,0,0,0,0,0,114
"Kansas","Ottawa",1977,631,145,25,4,7,0,2,0,0,0,0,0,0,0,0,0,183
"Kansas","Pawnee",1850,968,93,13,6,3,0,7,0,0,0,0,0,0,0,0,0,122
"Kansas","Phillips",2057,611,85,22,8,6,0,3,0,0,0,0,0,0,0,0,0,124
"Kansas","Pottawatomie",4985,2037,252,408,29,12,0,8,0,0,0,0,0,0,0,0,0,709
"Kansas","Pratt",2885,1314,149,39,14,7,0,8,0,0,0,0,0,0,0,0,0,217
"Kansas","Rawlins",1349,306,49,28,5,2,0,1,0,0,0,0,0,0,0,0,0,85
"Kansas","Reno",15179,9025,877,180,102,37,0,30,0,0,0,0,0,0,0,0,0,1226
"Kansas","Republic",2239,604,103,24,9,2,0,4,0,0,0,0,0,0,0,0,0,142
"Kansas","Rice",2903,1422,128,40,16,4,0,7,0,0,0,0,0,0,0,0,0,195
"Kansas","Riley",10672,6188,1171,119,69,9,0,25,0,0,0,0,0,0,0,0,0,1393
"Kansas","Rooks",2016,597,105,45,8,2,0,2,0,0,0,0,0,0,0,0,0,162
"Kansas","Rush",1235,505,82,21,7,2,0,2,0,0,0,0,0,0,0,0,0,114
"Kansas","Russell",2434,886,121,23,8,5,0,5,0,0,0,0,0,0,0,0,0,162
"Kansas","Saline",12412,7487,1367,145,68,20,0,28,0,0,0,0,0,0,0,0,0,1628
"Kansas","Scott",1811,418,52,17,4,1,0,0,0,0,0,0,0,0,0,0,0,74
"Kansas","Sedgwick",93724,62561,4669,1006,928,290,0,239,0,0,0,0,0,0,0,0,0,7132
"Kansas","Seward",3869,1126,60,17,20,4,0,0,0,0,0,0,0,0,0,0,0,101
"Kansas","Shawnee",35894,34818,2529,725,263,77,0,67,0,0,0,0,0,0,0,0,0,3661
"Kansas","Sheridan",1132,281,55,16,1,4,0,0,0,0,0,0,0,0,0,0,0,76
"Kansas","Sherman",1894,681,60,24,14,6,0,3,0,0,0,0,0,0,0,0,0,107
"Kansas","Smith",1534,534,79,16,7,8,0,6,0,0,0,0,0,0,0,0,0,116
"Kansas","Stafford",1546,567,54,21,5,5,0,2,0,0,0,0,0,0,0,0,0,87
"Kansas","Stanton",785,215,16,8,1,3,0,1,0,0,0,0,0,0,0,0,0,29
"Kansas","Stevens",1714,345,34,9,4,3,0,2,0,0,0,0,0,0,0,0,0,52
"Kansas","Sumner",6176,3549,306,107,49,23,0,22,0,0,0,0,0,0,0,0,0,507
"Kansas","Thomas",2822,807,93,38,8,7,0,5,0,0,0,0,0,0,0,0,0,151
"Kansas","Trego",1220,516,69,18,4,5,0,5,0,0,0,0,0,0,0,0,0,101
"Kansas","Wabaunsee",2182,1025,96,89,16,8,0,4,0,0,0,0,0,0,0,0,0,213
"Kansas","Wallace",737,103,14,2,3,0,0,2,0,0,0,0,0,0,0,0,0,21
"Kansas","Washington",2446,687,77,42,7,7,0,1,0,0,0,0,0,0,0,0,0,134
"Kansas","Wichita",859,207,15,7,1,0,0,1,0,0,0,0,0,0,0,0,0,24
"Kansas","Wilson",2748,1186,100,24,16,12,0,9,0,0,0,0,0,0,0,0,0,161
"Kansas","Woodson",974,521,59,27,6,3,0,5,0,0,0,0,0,0,0,0,0,100
"Kansas","Wyandotte",14024,32411,1287,273,191,35,0,51,0,0,0,0,0,0,0,0,0,1837
"Kentucky","Adair",5460,1779,48,15,12,4,0,10,0,0,0,0,0,0,0,0,0,89
"Kentucky","Allen",4415,1950,31,10,11,4,0,8,0,0,0,0,0,0,0,0,0,64
"Kentucky","Anderson",4909,2902,120,18,9,5,0,4,0,0,0,0,0,0,0,0,0,156
"Kentucky","Ballard",1824,1880,23,29,6,4,0,3,0,0,0,0,0,0,0,0,0,65
"Kentucky","Barren",8741,4930,108,33,19,3,0,10,0,0,0,0,0,0,0,0,0,173
"Kentucky","Bath",2303,2087,49,17,2,4,0,11,0,0,0,0,0,0,0,0,0,83
"Kentucky","Bell",5585,4787,102,41,15,8,0,73,0,0,0,0,0,0,0,0,0,239
"Kentucky","Boone",22016,9248,485,136,65,12,0,22,0,0,0,0,0,0,0,0,0,720
"Kentucky","Bourbon",3881,3048,126,20,9,7,0,11,0,0,0,0,0,0,0,0,0,173
"Kentucky","Boyd",9247,9541,274,61,33,12,0,14,0,0,0,0,0,0,0,0,0,394
"Kentucky","Boyle",6126,3963,177,21,20,8,0,11,0,0,0,0,0,0,0,0,0,237
"Kentucky","Bracken",2065,888,37,18,8,2,0,1,0,0,0,0,0,0,0,0,0,66
"Kentucky","Breathitt",2084,2902,57,12,7,0,0,11,0,0,0,0,0,0,0,0,0,87
"Kentucky","Breckinridge",4763,2595,48,20,11,4,0,12,0,0,0,0,0,0,0,0,0,95
"Kentucky","Bullitt",14054,8195,270,83,48,10,0,19,0,0,0,0,0,0,0,0,0,430
"Kentucky","Butler",3654,1299,27,17,8,2,0,3,0,0,0,0,0,0,0,0,0,57
"Kentucky","Caldwell",3161,2223,54,25,11,5,0,3,0,0,0,0,0,0,0,0,0,98
"Kentucky","Calloway",7705,5635,236,62,26,4,0,5,0,0,0,0,0,0,0,0,0,333
"Kentucky","Campbell",20789,12040,720,124,82,20,0,34,0,0,0,0,0,0,0,0,0,980
"Kentucky","Carlisle",1405,1149,14,14,3,5,0,3,0,0,0,0,0,0,0,0,0,39
"Kentucky","Carroll",1818,1601,57,8,9,3,0,3,0,0,0,0,0,0,0,0,0,80
"Kentucky","Carter",4617,4182,97,30,13,7,0,13,0,0,0,0,0,0,0,0,0,160
"Kentucky","Casey",4284,1122,36,12,7,3,0,5,0,0,0,0,0,0,0,0,0,63
"Kentucky","Christian",10787,6778,137,31,19,6,0,15,0,0,0,0,0,0,0,0,0,208
"Kentucky","Clark",7297,4918,191,24,22,13,0,8,0,0,0,0,0,0,0,0,0,258
"Kentucky","Clay",4926,1723,28,26,4,4,0,8,0,0,0,0,0,0,0,0,0,70
"Kentucky","Clinton",3224,1032,24,14,3,4,0,4,0,0,0,0,0,0,0,0,0,49
"Kentucky","Crittenden",2469,1610,41,24,4,3,0,3,0,0,0,0,0,0,0,0,0,75
"Kentucky","Cumberland",2220,736,22,8,13,4,0,3,0,0,0,0,0,0,0,0,0,50
"Kentucky","Daviess",21361,14126,506,98,67,50,0,32,0,0,0,0,0,0,0,0,0,753
"Kentucky","Edmonson",3250,1710,17,9,7,1,0,1,0,0,0,0,0,0,0,0,0,35
"Kentucky","Elliott",827,1525,19,3,2,2,0,3,0,0,0,0,0,0,0,0,0,29
"Kentucky","Estill",3033,1591,51,12,9,2,0,12,0,0,0,0,0,0,0,0,0,86
"Kentucky","Fayette",54495,47277,3052,217,285,48,0,101,0,0,0,0,0,0,0,0,0,3703
"Kentucky","Fleming",3282,1813,43,23,7,4,0,7,0,0,0,0,0,0,0,0,0,84
"Kentucky","Floyd",5068,10088,129,37,29,14,0,29,0,0,0,0,0,0,0,0,0,238
"Kentucky","Franklin",10209,10853,449,61,46,10,0,26,0,0,0,0,0,0,0,0,0,592
